"Evaluate/step_episode","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MAX","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpRet","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpRet__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpRet__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpRet","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpRet__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpRet__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpRet","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpRet__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpRet__MAX"
"1619","37769","37769","37769","3.4040002822875977","3.4040002822875977","3.4040002822875977","69807","69807","69807","3.322999954223633","3.322999954223633","3.322999954223633","37502","37502","37502","1.241999864578247","1.241999864578247","1.241999864578247"
"1620","37928","37928","37928","2.9079999923706055","2.9079999923706055","2.9079999923706055","70123","70123","70123","1.0120000839233398","1.0120000839233398","1.0120000839233398","37659","37659","37659","2.8949999809265137","2.8949999809265137","2.8949999809265137"
"1621","37930","37930","37930","3.0859999656677246","3.0859999656677246","3.0859999656677246","70125","70125","70125","3.11299991607666","3.11299991607666","3.11299991607666","37661","37661","37661","3.0890002250671387","3.0890002250671387","3.0890002250671387"
"1622","37932","37932","37932","3.0510001182556152","3.0510001182556152","3.0510001182556152","70127","70127","70127","0.9919998645782471","0.9919998645782471","0.9919998645782471","37663","37663","37663","3.1539998054504395","3.1539998054504395","3.1539998054504395"
"1623","37934","37934","37934","3.3339996337890625","3.3339996337890625","3.3339996337890625","70129","70129","70129","1.061999797821045","1.061999797821045","1.061999797821045","37665","37665","37665","3.3199996948242188","3.3199996948242188","3.3199996948242188"
"1624","37936","37936","37936","3.2170000076293945","3.2170000076293945","3.2170000076293945","70131","70131","70131","3.332000255584717","3.332000255584717","3.332000255584717","37667","37667","37667","3.3400001525878906","3.3400001525878906","3.3400001525878906"
"1625","37938","37938","37938","3.363999843597412","3.363999843597412","3.363999843597412","70133","70133","70133","3.3350000381469727","3.3350000381469727","3.3350000381469727","37669","37669","37669","3.327000141143799","3.327000141143799","3.327000141143799"
"1626","37940","37940","37940","3.258999824523926","3.258999824523926","3.258999824523926","70135","70135","70135","1.2619998455047607","1.2619998455047607","1.2619998455047607","37671","37671","37671","3.332000255584717","3.332000255584717","3.332000255584717"
"1627","37942","37942","37942","3.322999954223633","3.322999954223633","3.322999954223633","70137","70137","70137","3.4009995460510254","3.4009995460510254","3.4009995460510254","37673","37673","37673","3.382999897003174","3.382999897003174","3.382999897003174"
"1628","37944","37944","37944","3.4099998474121094","3.4099998474121094","3.4099998474121094","70139","70139","70139","3.319000244140625","3.319000244140625","3.319000244140625","37675","37675","37675","3.3899998664855957","3.3899998664855957","3.3899998664855957"
"1629","38108","38108","38108","3.0500001907348633","3.0500001907348633","3.0500001907348633","70456","70456","70456","1.0120002031326294","1.0120002031326294","1.0120002031326294","37834","37834","37834","2.9159998893737793","2.9159998893737793","2.9159998893737793"
"1630","38110","38110","38110","0.9919998645782471","0.9919998645782471","0.9919998645782471","70458","70458","70458","3.119999885559082","3.119999885559082","3.119999885559082","37836","37836","37836","3.108999729156494","3.108999729156494","3.108999729156494"
"1631","38112","38112","38112","0.9919998645782471","0.9919998645782471","0.9919998645782471","70460","70460","70460","3.11899995803833","3.11899995803833","3.11899995803833","37838","37838","37838","3.1529998779296875","3.1529998779296875","3.1529998779296875"
"1632","38114","38114","38114","1.2619997262954712","1.2619997262954712","1.2619997262954712","70462","70462","70462","1.0619999170303345","1.0619999170303345","1.0619999170303345","37840","37840","37840","3.244999885559082","3.244999885559082","3.244999885559082"
"1633","38116","38116","38116","3.2890000343322754","3.2890000343322754","3.2890000343322754","70464","70464","70464","3.191999912261963","3.191999912261963","3.191999912261963","37842","37842","37842","3.3460001945495605","3.3460001945495605","3.3460001945495605"
"1634","38118","38118","38118","3.3460001945495605","3.3460001945495605","3.3460001945495605","70466","70466","70466","3.3460001945495605","3.3460001945495605","3.3460001945495605","37844","37844","37844","3.367000102996826","3.367000102996826","3.367000102996826"
"1635","38120","38120","38120","3.2679996490478516","3.2679996490478516","3.2679996490478516","70468","70468","70468","1.2619998455047607","1.2619998455047607","1.2619998455047607","37846","37846","37846","3.3350000381469727","3.3350000381469727","3.3350000381469727"
"1636","38122","38122","38122","3.381999969482422","3.381999969482422","3.381999969482422","70470","70470","70470","3.185999870300293","3.185999870300293","3.185999870300293","37848","37848","37848","3.381999969482422","3.381999969482422","3.381999969482422"
"1637","38124","38124","38124","3.4049997329711914","3.4049997329711914","3.4049997329711914","70472","70472","70472","3.2270002365112305","3.2270002365112305","3.2270002365112305","37850","37850","37850","3.382999897003174","3.382999897003174","3.382999897003174"
"1638","38282","38282","38282","3.0310001373291016","3.0310001373291016","3.0310001373291016","70788","70788","70788","1.0120000839233398","1.0120000839233398","1.0120000839233398","38007","38007","38007","2.9099998474121094","2.9099998474121094","2.9099998474121094"
"1639","38284","38284","38284","0.9919997453689575","0.9919997453689575","0.9919997453689575","70790","70790","70790","0.9919998645782471","0.9919998645782471","0.9919998645782471","38009","38009","38009","3.126999855041504","3.126999855041504","3.126999855041504"
"1640","38286","38286","38286","3.058000087738037","3.058000087738037","3.058000087738037","70792","70792","70792","0.9919997453689575","0.9919997453689575","0.9919997453689575","38011","38011","38011","3.1440000534057617","3.1440000534057617","3.1440000534057617"
"1641","38288","38288","38288","3.2719998359680176","3.2719998359680176","3.2719998359680176","70794","70794","70794","1.0619999170303345","1.0619999170303345","1.0619999170303345","38013","38013","38013","3.3219995498657227","3.3219995498657227","3.3219995498657227"
"1642","38290","38290","38290","3.3010001182556152","3.3010001182556152","3.3010001182556152","70796","70796","70796","3.193999767303467","3.193999767303467","3.193999767303467","38015","38015","38015","3.3439998626708984","3.3439998626708984","3.3439998626708984"
"1643","38292","38292","38292","3.3429999351501465","3.3429999351501465","3.3429999351501465","70798","70798","70798","3.3410000801086426","3.3410000801086426","3.3410000801086426","38017","38017","38017","3.3470001220703125","3.3470001220703125","3.3470001220703125"
"1644","38294","38294","38294","3.2649998664855957","3.2649998664855957","3.2649998664855957","70800","70800","70800","3.046999931335449","3.046999931335449","3.046999931335449","38019","38019","38019","3.306999683380127","3.306999683380127","3.306999683380127"
"1645","38296","38296","38296","3.2220001220703125","3.2220001220703125","3.2220001220703125","70802","70802","70802","3.363999843597412","3.363999843597412","3.363999843597412","38021","38021","38021","3.3849997520446777","3.3849997520446777","3.3849997520446777"
"1646","38298","38298","38298","3.3849997520446777","3.3849997520446777","3.3849997520446777","70804","70804","70804","3.3849997520446777","3.3849997520446777","3.3849997520446777","38023","38023","38023","3.4010000228881836","3.4010000228881836","3.4010000228881836"
"1647","38460","38460","38460","3.1059999465942383","3.1059999465942383","3.1059999465942383","71120","71120","71120","1.0119999647140503","1.0119999647140503","1.0119999647140503","38185","38185","38185","2.9109997749328613","2.9109997749328613","2.9109997749328613"
"1648","38462","38462","38462","3.055000066757202","3.055000066757202","3.055000066757202","71122","71122","71122","3.119999885559082","3.119999885559082","3.119999885559082","38187","38187","38187","3.102999687194824","3.102999687194824","3.102999687194824"
"1649","38464","38464","38464","3.1560001373291016","3.1560001373291016","3.1560001373291016","71124","71124","71124","3.0930004119873047","3.0930004119873047","3.0930004119873047","38189","38189","38189","3.120999813079834","3.120999813079834","3.120999813079834"
"1650","38466","38466","38466","3.2679996490478516","3.2679996490478516","3.2679996490478516","71126","71126","71126","1.2619997262954712","1.2619997262954712","1.2619997262954712","38191","38191","38191","3.3409996032714844","3.3409996032714844","3.3409996032714844"
"1651","38468","38468","38468","3.263000011444092","3.263000011444092","3.263000011444092","71128","71128","71128","3.25600004196167","3.25600004196167","3.25600004196167","38193","38193","38193","3.3470001220703125","3.3470001220703125","3.3470001220703125"
"1652","38470","38470","38470","3.3509998321533203","3.3509998321533203","3.3509998321533203","71130","71130","71130","3.3400001525878906","3.3400001525878906","3.3400001525878906","38195","38195","38195","3.3520002365112305","3.3520002365112305","3.3520002365112305"
"1653","38472","38472","38472","3.2779998779296875","3.2779998779296875","3.2779998779296875","71132","71132","71132","1.2619998455047607","1.2619998455047607","1.2619998455047607","38197","38197","38197","3.322999954223633","3.322999954223633","3.322999954223633"
"1654","38474","38474","38474","3.2220001220703125","3.2220001220703125","3.2220001220703125","71134","71134","71134","3.307000160217285","3.307000160217285","3.307000160217285","38199","38199","38199","3.4009995460510254","3.4009995460510254","3.4009995460510254"
"1655","38476","38476","38476","3.309999942779541","3.309999942779541","3.309999942779541","71136","71136","71136","3.3889999389648438","3.3889999389648438","3.3889999389648438","38201","38201","38201","3.3849997520446777","3.3849997520446777","3.3849997520446777"
"1656","38638","38638","38638","3.1020002365112305","3.1020002365112305","3.1020002365112305","71453","71453","71453","1.0119999647140503","1.0119999647140503","1.0119999647140503","38362","38362","38362","2.8369998931884766","2.8369998931884766","2.8369998931884766"
"1657","38640","38640","38640","3.0230000019073486","3.0230000019073486","3.0230000019073486","71455","71455","71455","3.0960001945495605","3.0960001945495605","3.0960001945495605","38364","38364","38364","3.1050000190734863","3.1050000190734863","3.1050000190734863"
"1658","38642","38642","38642","0.9919998645782471","0.9919998645782471","0.9919998645782471","71457","71457","71457","3.1369996070861816","3.1369996070861816","3.1369996070861816","38366","38366","38366","3.1490001678466797","3.1490001678466797","3.1490001678466797"
"1659","38644","38644","38644","3.2749996185302734","3.2749996185302734","3.2749996185302734","71459","71459","71459","1.2619997262954712","1.2619997262954712","1.2619997262954712","38368","38368","38368","3.3329997062683105","3.3329997062683105","3.3329997062683105"
"1660","38646","38646","38646","3.2150001525878906","3.2150001525878906","3.2150001525878906","71461","71461","71461","3.2719998359680176","3.2719998359680176","3.2719998359680176","38370","38370","38370","3.3369998931884766","3.3369998931884766","3.3369998931884766"
"1661","38648","38648","38648","3.3460001945495605","3.3460001945495605","3.3460001945495605","71463","71463","71463","3.3299999237060547","3.3299999237060547","3.3299999237060547","38372","38372","38372","3.3350000381469727","3.3350000381469727","3.3350000381469727"
"1662","38650","38650","38650","3.258999824523926","3.258999824523926","3.258999824523926","71465","71465","71465","3.2789998054504395","3.2789998054504395","3.2789998054504395","38374","38374","38374","3.309999942779541","3.309999942779541","3.309999942779541"
"1663","38652","38652","38652","3.2100000381469727","3.2100000381469727","3.2100000381469727","71467","71467","71467","3.382999897003174","3.382999897003174","3.382999897003174","38376","38376","38376","3.236999988555908","3.236999988555908","3.236999988555908"
"1664","38654","38654","38654","3.375","3.375","3.375","71469","71469","71469","3.313000202178955","3.313000202178955","3.313000202178955","38378","38378","38378","3.3869996070861816","3.3869996070861816","3.3869996070861816"
"1665","38816","38816","38816","1.0120000839233398","1.0120000839233398","1.0120000839233398","71785","71785","71785","1.0120002031326294","1.0120002031326294","1.0120002031326294","38538","38538","38538","2.9140000343322754","2.9140000343322754","2.9140000343322754"
"1666","38818","38818","38818","3.0930004119873047","3.0930004119873047","3.0930004119873047","71787","71787","71787","3.0850000381469727","3.0850000381469727","3.0850000381469727","38540","38540","38540","3.115999698638916","3.115999698638916","3.115999698638916"
"1667","38820","38820","38820","3.0789999961853027","3.0789999961853027","3.0789999961853027","71789","71789","71789","3.0950002670288086","3.0950002670288086","3.0950002670288086","38542","38542","38542","3.142000198364258","3.142000198364258","3.142000198364258"
"1668","38822","38822","38822","3.23099946975708","3.23099946975708","3.23099946975708","71791","71791","71791","1.2619997262954712","1.2619997262954712","1.2619997262954712","38544","38544","38544","3.3269996643066406","3.3269996643066406","3.3269996643066406"
"1669","38824","38824","38824","3.2129998207092285","3.2129998207092285","3.2129998207092285","71793","71793","71793","3.3350000381469727","3.3350000381469727","3.3350000381469727","38546","38546","38546","3.364999771118164","3.364999771118164","3.364999771118164"
"1670","38826","38826","38826","3.3470001220703125","3.3470001220703125","3.3470001220703125","71795","71795","71795","3.3499999046325684","3.3499999046325684","3.3499999046325684","38548","38548","38548","3.3470001220703125","3.3470001220703125","3.3470001220703125"
"1671","38828","38828","38828","1.2619997262954712","1.2619997262954712","1.2619997262954712","71797","71797","71797","1.2619998455047607","1.2619998455047607","1.2619998455047607","38550","38550","38550","3.3540000915527344","3.3540000915527344","3.3540000915527344"
"1672","38830","38830","38830","3.3499999046325684","3.3499999046325684","3.3499999046325684","71799","71799","71799","3.373000144958496","3.373000144958496","3.373000144958496","38552","38552","38552","3.3849997520446777","3.3849997520446777","3.3849997520446777"
"1673","38832","38832","38832","3.4029998779296875","3.4029998779296875","3.4029998779296875","71801","71801","71801","3.3990001678466797","3.3990001678466797","3.3990001678466797","38554","38554","38554","3.388000011444092","3.388000011444092","3.388000011444092"
"1674","38997","38997","38997","3.0929999351501465","3.0929999351501465","3.0929999351501465","72118","72118","72118","1.0120000839233398","1.0120000839233398","1.0120000839233398","38711","38711","38711","3.116000175476074","3.116000175476074","3.116000175476074"
"1675","38999","38999","38999","3.078000068664551","3.078000068664551","3.078000068664551","72120","72120","72120","3.114999771118164","3.114999771118164","3.114999771118164","38713","38713","38713","3.052000045776367","3.052000045776367","3.052000045776367"
"1676","39001","39001","39001","3.066999912261963","3.066999912261963","3.066999912261963","72122","72122","72122","3.117000102996826","3.117000102996826","3.117000102996826","38715","38715","38715","3.1449999809265137","3.1449999809265137","3.1449999809265137"
"1677","39003","39003","39003","3.243000030517578","3.243000030517578","3.243000030517578","72124","72124","72124","1.2619997262954712","1.2619997262954712","1.2619997262954712","38717","38717","38717","3.313999652862549","3.313999652862549","3.313999652862549"
"1678","39005","39005","39005","3.2129998207092285","3.2129998207092285","3.2129998207092285","72126","72126","72126","3.250999927520752","3.250999927520752","3.250999927520752","38719","38719","38719","3.3530001640319824","3.3530001640319824","3.3530001640319824"
"1679","39007","39007","39007","3.3400001525878906","3.3400001525878906","3.3400001525878906","72128","72128","72128","3.3340001106262207","3.3340001106262207","3.3340001106262207","38721","38721","38721","3.3359999656677246","3.3359999656677246","3.3359999656677246"
"1680","39009","39009","39009","3.23099946975708","3.23099946975708","3.23099946975708","72130","72130","72130","1.2619998455047607","1.2619998455047607","1.2619998455047607","38723","38723","38723","3.320000171661377","3.320000171661377","3.320000171661377"
"1681","39011","39011","39011","3.2109999656677246","3.2109999656677246","3.2109999656677246","72132","72132","72132","3.354999542236328","3.354999542236328","3.354999542236328","38725","38725","38725","3.4029998779296875","3.4029998779296875","3.4029998779296875"
"1682","39013","39013","39013","3.319000244140625","3.319000244140625","3.319000244140625","72134","72134","72134","3.303999900817871","3.303999900817871","3.303999900817871","38727","38727","38727","3.4079999923706055","3.4079999923706055","3.4079999923706055"
"1683","39178","39178","39178","3.078000068664551","3.078000068664551","3.078000068664551","72450","72450","72450","1.0119999647140503","1.0119999647140503","1.0119999647140503","38887","38887","38887","2.921999931335449","2.921999931335449","2.921999931335449"
"1684","39180","39180","39180","3.0480000972747803","3.0480000972747803","3.0480000972747803","72452","72452","72452","3.122999668121338","3.122999668121338","3.122999668121338","38889","38889","38889","3.1050000190734863","3.1050000190734863","3.1050000190734863"
"1685","39182","39182","39182","3.1620001792907715","3.1620001792907715","3.1620001792907715","72454","72454","72454","3.1299996376037598","3.1299996376037598","3.1299996376037598","38891","38891","38891","3.0989999771118164","3.0989999771118164","3.0989999771118164"
"1686","39184","39184","39184","3.244999885559082","3.244999885559082","3.244999885559082","72456","72456","72456","1.2619997262954712","1.2619997262954712","1.2619997262954712","38893","38893","38893","3.3199996948242188","3.3199996948242188","3.3199996948242188"
"1687","39186","39186","39186","3.3330001831054688","3.3330001831054688","3.3330001831054688","72458","72458","72458","3.2740001678466797","3.2740001678466797","3.2740001678466797","38895","38895","38895","3.3319997787475586","3.3319997787475586","3.3319997787475586"
"1688","39188","39188","39188","3.3299999237060547","3.3299999237060547","3.3299999237060547","72460","72460","72460","3.3480000495910645","3.3480000495910645","3.3480000495910645","38897","38897","38897","3.357999801635742","3.357999801635742","3.357999801635742"
"1689","39190","39190","39190","3.237999439239502","3.237999439239502","3.237999439239502","72462","72462","72462","1.2619998455047607","1.2619998455047607","1.2619998455047607","38899","38899","38899","3.332000255584717","3.332000255584717","3.332000255584717"
"1690","39192","39192","39192","3.3899998664855957","3.3899998664855957","3.3899998664855957","72464","72464","72464","3.3420000076293945","3.3420000076293945","3.3420000076293945","38901","38901","38901","3.3869996070861816","3.3869996070861816","3.3869996070861816"
"1691","39194","39194","39194","3.320000171661377","3.320000171661377","3.320000171661377","72466","72466","72466","3.3849997520446777","3.3849997520446777","3.3849997520446777","38903","38903","38903","3.386000156402588","3.386000156402588","3.386000156402588"
"1692","39352","39352","39352","3.111999988555908","3.111999988555908","3.111999988555908","72782","72782","72782","1.0120000839233398","1.0120000839233398","1.0120000839233398","39060","39060","39060","2.9010000228881836","2.9010000228881836","2.9010000228881836"
"1693","39354","39354","39354","3.068000078201294","3.068000078201294","3.068000078201294","72784","72784","72784","3.0830001831054688","3.0830001831054688","3.0830001831054688","39062","39062","39062","3.126999855041504","3.126999855041504","3.126999855041504"
"1694","39356","39356","39356","3.068000078201294","3.068000078201294","3.068000078201294","72786","72786","72786","0.9919997453689575","0.9919997453689575","0.9919997453689575","39064","39064","39064","3.1500000953674316","3.1500000953674316","3.1500000953674316"
"1695","39358","39358","39358","3.239999771118164","3.239999771118164","3.239999771118164","72788","72788","72788","1.2619996070861816","1.2619996070861816","1.2619996070861816","39066","39066","39066","3.3359994888305664","3.3359994888305664","3.3359994888305664"
"1696","39360","39360","39360","3.2680001258850098","3.2680001258850098","3.2680001258850098","72790","72790","72790","3.250999927520752","3.250999927520752","3.250999927520752","39068","39068","39068","3.309999942779541","3.309999942779541","3.309999942779541"
"1697","39362","39362","39362","3.357999801635742","3.357999801635742","3.357999801635742","72792","72792","72792","3.363999843597412","3.363999843597412","3.363999843597412","39070","39070","39070","3.3340001106262207","3.3340001106262207","3.3340001106262207"
"1698","39364","39364","39364","3.243999481201172","3.243999481201172","3.243999481201172","72794","72794","72794","3.0279998779296875","3.0279998779296875","3.0279998779296875","39072","39072","39072","3.331000328063965","3.331000328063965","3.331000328063965"
"1699","39366","39366","39366","3.352999687194824","3.352999687194824","3.352999687194824","72796","72796","72796","3.36899995803833","3.36899995803833","3.36899995803833","39074","39074","39074","3.4029998779296875","3.4029998779296875","3.4029998779296875"
"1700","39368","39368","39368","3.388000011444092","3.388000011444092","3.388000011444092","72798","72798","72798","3.2140002250671387","3.2140002250671387","3.2140002250671387","39076","39076","39076","3.3889999389648438","3.3889999389648438","3.3889999389648438"
"1701","39531","39531","39531","3.11899995803833","3.11899995803833","3.11899995803833","73115","73115","73115","1.0120000839233398","1.0120000839233398","1.0120000839233398","39234","39234","39234","2.9000000953674316","2.9000000953674316","2.9000000953674316"
"1702","39533","39533","39533","3.1399998664855957","3.1399998664855957","3.1399998664855957","73117","73117","73117","3.0329999923706055","3.0329999923706055","3.0329999923706055","39236","39236","39236","3.111999988555908","3.111999988555908","3.111999988555908"
"1703","39535","39535","39535","3.1480002403259277","3.1480002403259277","3.1480002403259277","73119","73119","73119","3.069000005722046","3.069000005722046","3.069000005722046","39238","39238","39238","3.1560001373291016","3.1560001373291016","3.1560001373291016"
"1704","39537","39537","39537","3.2639999389648438","3.2639999389648438","3.2639999389648438","73121","73121","73121","1.061999797821045","1.061999797821045","1.061999797821045","39240","39240","39240","3.3359994888305664","3.3359994888305664","3.3359994888305664"
"1705","39539","39539","39539","3.2709999084472656","3.2709999084472656","3.2709999084472656","73123","73123","73123","3.2150001525878906","3.2150001525878906","3.2150001525878906","39242","39242","39242","1.2419997453689575","1.2419997453689575","1.2419997453689575"
"1706","39541","39541","39541","3.363999843597412","3.363999843597412","3.363999843597412","73125","73125","73125","3.3429999351501465","3.3429999351501465","3.3429999351501465","39244","39244","39244","3.36299991607666","3.36299991607666","3.36299991607666"
"1707","39543","39543","39543","3.227999687194824","3.227999687194824","3.227999687194824","73127","73127","73127","1.2619998455047607","1.2619998455047607","1.2619998455047607","39246","39246","39246","3.331000328063965","3.331000328063965","3.331000328063965"
"1708","39545","39545","39545","3.2150001525878906","3.2150001525878906","3.2150001525878906","73129","73129","73129","3.375","3.375","3.375","39248","39248","39248","3.369999885559082","3.369999885559082","3.369999885559082"
"1709","39547","39547","39547","3.385000228881836","3.385000228881836","3.385000228881836","73131","73131","73131","3.3899998664855957","3.3899998664855957","3.3899998664855957","39250","39250","39250","3.3859996795654297","3.3859996795654297","3.3859996795654297"
"1710","39713","39713","39713","2.8459999561309814","2.8459999561309814","2.8459999561309814","73447","73447","73447","1.0120000839233398","1.0120000839233398","1.0120000839233398","39406","39406","39406","2.882999897003174","2.882999897003174","2.882999897003174"
"1711","39715","39715","39715","3.1409997940063477","3.1409997940063477","3.1409997940063477","73449","73449","73449","3.1589999198913574","3.1589999198913574","3.1589999198913574","39408","39408","39408","3.130000114440918","3.130000114440918","3.130000114440918"
"1712","39717","39717","39717","0.9919998645782471","0.9919998645782471","0.9919998645782471","73451","73451","73451","3.1579999923706055","3.1579999923706055","3.1579999923706055","39410","39410","39410","3.1449999809265137","3.1449999809265137","3.1449999809265137"
"1713","39719","39719","39719","3.3339996337890625","3.3339996337890625","3.3339996337890625","73453","73453","73453","1.0619999170303345","1.0619999170303345","1.0619999170303345","39412","39412","39412","3.3329997062683105","3.3329997062683105","3.3329997062683105"
"1714","39721","39721","39721","3.2170000076293945","3.2170000076293945","3.2170000076293945","73455","73455","73455","3.2699999809265137","3.2699999809265137","3.2699999809265137","39414","39414","39414","1.241999864578247","1.241999864578247","1.241999864578247"
"1715","39723","39723","39723","3.3420000076293945","3.3420000076293945","3.3420000076293945","73457","73457","73457","3.3420000076293945","3.3420000076293945","3.3420000076293945","39416","39416","39416","3.3460001945495605","3.3460001945495605","3.3460001945495605"
"1716","39725","39725","39725","3.3330001831054688","3.3330001831054688","3.3330001831054688","73459","73459","73459","3.2569994926452637","3.2569994926452637","3.2569994926452637","39418","39418","39418","3.315000057220459","3.315000057220459","3.315000057220459"
"1717","39727","39727","39727","3.2080001831054688","3.2080001831054688","3.2080001831054688","73461","73461","73461","3.3499999046325684","3.3499999046325684","3.3499999046325684","39420","39420","39420","3.3859996795654297","3.3859996795654297","3.3859996795654297"
"1718","39729","39729","39729","3.4010000228881836","3.4010000228881836","3.4010000228881836","73463","73463","73463","3.302000045776367","3.302000045776367","3.302000045776367","39422","39422","39422","3.4029998779296875","3.4029998779296875","3.4029998779296875"
"1719","39887","39887","39887","2.8420000076293945","2.8420000076293945","2.8420000076293945","73779","73779","73779","1.0119999647140503","1.0119999647140503","1.0119999647140503","39582","39582","39582","2.9099998474121094","2.9099998474121094","2.9099998474121094"
"1720","39889","39889","39889","3.133999824523926","3.133999824523926","3.133999824523926","73781","73781","73781","3.115999698638916","3.115999698638916","3.115999698638916","39584","39584","39584","3.1130003929138184","3.1130003929138184","3.1130003929138184"
"1721","39891","39891","39891","0.9919998645782471","0.9919998645782471","0.9919998645782471","73783","73783","73783","3.119999885559082","3.119999885559082","3.119999885559082","39586","39586","39586","3.123000144958496","3.123000144958496","3.123000144958496"
"1722","39893","39893","39893","3.304999828338623","3.304999828338623","3.304999828338623","73785","73785","73785","1.061999797821045","1.061999797821045","1.061999797821045","39588","39588","39588","3.3269996643066406","3.3269996643066406","3.3269996643066406"
"1723","39895","39895","39895","3.3329997062683105","3.3329997062683105","3.3329997062683105","73787","73787","73787","3.2719998359680176","3.2719998359680176","3.2719998359680176","39590","39590","39590","3.3499999046325684","3.3499999046325684","3.3499999046325684"
"1724","39897","39897","39897","3.3429999351501465","3.3429999351501465","3.3429999351501465","73789","73789","73789","3.3470001220703125","3.3470001220703125","3.3470001220703125","39592","39592","39592","3.3610000610351562","3.3610000610351562","3.3610000610351562"
"1725","39899","39899","39899","3.2799997329711914","3.2799997329711914","3.2799997329711914","73791","73791","73791","3.245999813079834","3.245999813079834","3.245999813079834","39594","39594","39594","3.3289999961853027","3.3289999961853027","3.3289999961853027"
"1726","39901","39901","39901","3.3339996337890625","3.3339996337890625","3.3339996337890625","73793","73793","73793","3.3569998741149902","3.3569998741149902","3.3569998741149902","39596","39596","39596","3.38700008392334","3.38700008392334","3.38700008392334"
"1727","39903","39903","39903","3.3899998664855957","3.3899998664855957","3.3899998664855957","73795","73795","73795","3.322999954223633","3.322999954223633","3.322999954223633","39598","39598","39598","3.3849997520446777","3.3849997520446777","3.3849997520446777"
"1728","40064","40064","40064","2.8429999351501465","2.8429999351501465","2.8429999351501465","74112","74112","74112","1.0120002031326294","1.0120002031326294","1.0120002031326294","39760","39760","39760","3.0819997787475586","3.0819997787475586","3.0819997787475586"
"1729","40066","40066","40066","3.120999813079834","3.120999813079834","3.120999813079834","74114","74114","74114","3.146000385284424","3.146000385284424","3.146000385284424","39762","39762","39762","3.1110000610351562","3.1110000610351562","3.1110000610351562"
"1730","40068","40068","40068","3.1640000343322754","3.1640000343322754","3.1640000343322754","74116","74116","74116","3.131999969482422","3.131999969482422","3.131999969482422","39764","39764","39764","3.127999782562256","3.127999782562256","3.127999782562256"
"1731","40070","40070","40070","3.190999984741211","3.190999984741211","3.190999984741211","74118","74118","74118","3.239999294281006","3.239999294281006","3.239999294281006","39766","39766","39766","3.3219995498657227","3.3219995498657227","3.3219995498657227"
"1732","40072","40072","40072","3.2309999465942383","3.2309999465942383","3.2309999465942383","74120","74120","74120","3.2249999046325684","3.2249999046325684","3.2249999046325684","39768","39768","39768","3.363999843597412","3.363999843597412","3.363999843597412"
"1733","40074","40074","40074","3.3610000610351562","3.3610000610351562","3.3610000610351562","74122","74122","74122","3.3460001945495605","3.3460001945495605","3.3460001945495605","39770","39770","39770","3.3480000495910645","3.3480000495910645","3.3480000495910645"
"1734","40076","40076","40076","1.2619996070861816","1.2619996070861816","1.2619996070861816","74124","74124","74124","3.2609996795654297","3.2609996795654297","3.2609996795654297","39772","39772","39772","3.3289999961853027","3.3289999961853027","3.3289999961853027"
"1735","40078","40078","40078","3.200000286102295","3.200000286102295","3.200000286102295","74126","74126","74126","3.2280001640319824","3.2280001640319824","3.2280001640319824","39774","39774","39774","3.4010000228881836","3.4010000228881836","3.4010000228881836"
"1736","40080","40080","40080","3.4089999198913574","3.4089999198913574","3.4089999198913574","74128","74128","74128","3.322999954223633","3.322999954223633","3.322999954223633","39776","39776","39776","3.4049997329711914","3.4049997329711914","3.4049997329711914"
"1737","40246","40246","40246","1.0119999647140503","1.0119999647140503","1.0119999647140503","74444","74444","74444","1.0120002031326294","1.0120002031326294","1.0120002031326294","39937","39937","39937","2.8969998359680176","2.8969998359680176","2.8969998359680176"
"1738","40248","40248","40248","0.9919999837875366","0.9919999837875366","0.9919999837875366","74446","74446","74446","3.059000015258789","3.059000015258789","3.059000015258789","39939","39939","39939","3.13100004196167","3.13100004196167","3.13100004196167"
