"Evaluate/step_episode","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MAX","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpProgress","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpProgress__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpProgress__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"1430","34044","34044","34044","1","1","1","62827","62827","62827","1","1","1","33789","33789","33789","1","1","1"
"1431","34206","34206","34206","1","1","1","63144","63144","63144","0.8","0.8","0.8","33950","33950","33950","1","1","1"
"1432","34208","34208","34208","1","1","1","63146","63146","63146","1","1","1","33952","33952","33952","1","1","1"
"1433","34210","34210","34210","1","1","1","63148","63148","63148","1","1","1","33954","33954","33954","1","1","1"
"1434","34212","34212","34212","1","1","1","63150","63150","63150","0.8","0.8","0.8","33956","33956","33956","1","1","1"
"1435","34214","34214","34214","1","1","1","63152","63152","63152","1","1","1","33958","33958","33958","1","1","1"
"1436","34216","34216","34216","1","1","1","63154","63154","63154","1","1","1","33960","33960","33960","1","1","1"
"1437","34218","34218","34218","1","1","1","63156","63156","63156","1","1","1","33962","33962","33962","1","1","1"
"1438","34220","34220","34220","1","1","1","63158","63158","63158","1","1","1","33964","33964","33964","1","1","1"
"1439","34222","34222","34222","1","1","1","63160","63160","63160","1","1","1","33966","33966","33966","1","1","1"
"1440","34383","34383","34383","1","1","1","63476","63476","63476","0.8","0.8","0.8","34128","34128","34128","1","1","1"
"1441","34385","34385","34385","1","1","1","63478","63478","63478","1","1","1","34130","34130","34130","1","1","1"
"1442","34387","34387","34387","0.8","0.8","0.8","63480","63480","63480","1","1","1","34132","34132","34132","1","1","1"
"1443","34389","34389","34389","1","1","1","63482","63482","63482","1","1","1","34134","34134","34134","1","1","1"
"1444","34391","34391","34391","1","1","1","63484","63484","63484","1","1","1","34136","34136","34136","1","1","1"
"1445","34393","34393","34393","1","1","1","63486","63486","63486","1","1","1","34138","34138","34138","1","1","1"
"1446","34395","34395","34395","1","1","1","63488","63488","63488","1","1","1","34140","34140","34140","1","1","1"
"1447","34397","34397","34397","1","1","1","63490","63490","63490","1","1","1","34142","34142","34142","1","1","1"
"1448","34399","34399","34399","1","1","1","63492","63492","63492","1","1","1","34144","34144","34144","1","1","1"
"1449","34558","34558","34558","1","1","1","63809","63809","63809","0.8","0.8","0.8","34301","34301","34301","1","1","1"
"1450","34560","34560","34560","1","1","1","63811","63811","63811","1","1","1","34303","34303","34303","1","1","1"
"1451","34562","34562","34562","1","1","1","63813","63813","63813","1","1","1","34305","34305","34305","1","1","1"
"1452","34564","34564","34564","1","1","1","63815","63815","63815","1","1","1","34307","34307","34307","1","1","1"
"1453","34566","34566","34566","1","1","1","63817","63817","63817","1","1","1","34309","34309","34309","1","1","1"
"1454","34568","34568","34568","1","1","1","63819","63819","63819","1","1","1","34311","34311","34311","1","1","1"
"1455","34570","34570","34570","1","1","1","63821","63821","63821","1","1","1","34313","34313","34313","1","1","1"
"1456","34572","34572","34572","1","1","1","63823","63823","63823","1","1","1","34315","34315","34315","1","1","1"
"1457","34574","34574","34574","1","1","1","63825","63825","63825","1","1","1","34317","34317","34317","1","1","1"
"1458","34733","34733","34733","1","1","1","64141","64141","64141","1","1","1","34479","34479","34479","0.8","0.8","0.8"
"1459","34735","34735","34735","1","1","1","64143","64143","64143","0.8","0.8","0.8","34481","34481","34481","1","1","1"
"1460","34737","34737","34737","0.8","0.8","0.8","64145","64145","64145","1","1","1","34483","34483","34483","1","1","1"
"1461","34739","34739","34739","1","1","1","64147","64147","64147","0.8","0.8","0.8","34485","34485","34485","1","1","1"
"1462","34741","34741","34741","1","1","1","64149","64149","64149","1","1","1","34487","34487","34487","1","1","1"
"1463","34743","34743","34743","1","1","1","64151","64151","64151","1","1","1","34489","34489","34489","1","1","1"
"1464","34745","34745","34745","1","1","1","64153","64153","64153","0.8","0.8","0.8","34491","34491","34491","1","1","1"
"1465","34747","34747","34747","1","1","1","64155","64155","64155","1","1","1","34493","34493","34493","1","1","1"
"1466","34749","34749","34749","1","1","1","64157","64157","64157","1","1","1","34495","34495","34495","1","1","1"
"1467","34913","34913","34913","0.8","0.8","0.8","64473","64473","64473","0.8","0.8","0.8","34659","34659","34659","1","1","1"
"1468","34915","34915","34915","1","1","1","64475","64475","64475","0.8","0.8","0.8","34661","34661","34661","1","1","1"
"1469","34917","34917","34917","1","1","1","64477","64477","64477","1","1","1","34663","34663","34663","1","1","1"
"1470","34919","34919","34919","1","1","1","64479","64479","64479","0.8","0.8","0.8","34665","34665","34665","1","1","1"
"1471","34921","34921","34921","1","1","1","64481","64481","64481","1","1","1","34667","34667","34667","1","1","1"
"1472","34923","34923","34923","1","1","1","64483","64483","64483","1","1","1","34669","34669","34669","1","1","1"
"1473","34925","34925","34925","1","1","1","64485","64485","64485","0.8","0.8","0.8","34671","34671","34671","1","1","1"
"1474","34927","34927","34927","1","1","1","64487","64487","64487","1","1","1","34673","34673","34673","1","1","1"
"1475","34929","34929","34929","1","1","1","64489","64489","64489","1","1","1","34675","34675","34675","1","1","1"
"1476","35090","35090","35090","0.8","0.8","0.8","64806","64806","64806","0.8","0.8","0.8","34834","34834","34834","1","1","1"
"1477","35092","35092","35092","1","1","1","64808","64808","64808","0.8","0.8","0.8","34836","34836","34836","1","1","1"
"1478","35094","35094","35094","1","1","1","64810","64810","64810","1","1","1","34838","34838","34838","1","1","1"
"1479","35096","35096","35096","1","1","1","64812","64812","64812","1","1","1","34840","34840","34840","1","1","1"
"1480","35098","35098","35098","1","1","1","64814","64814","64814","1","1","1","34842","34842","34842","1","1","1"
"1481","35100","35100","35100","1","1","1","64816","64816","64816","1","1","1","34844","34844","34844","1","1","1"
"1482","35102","35102","35102","1","1","1","64818","64818","64818","0.8","0.8","0.8","34846","34846","34846","1","1","1"
"1483","35104","35104","35104","1","1","1","64820","64820","64820","1","1","1","34848","34848","34848","1","1","1"
"1484","35106","35106","35106","1","1","1","64822","64822","64822","1","1","1","34850","34850","34850","1","1","1"
"1485","35266","35266","35266","0.8","0.8","0.8","65138","65138","65138","0.8","0.8","0.8","35010","35010","35010","1","1","1"
"1486","35268","35268","35268","1","1","1","65140","65140","65140","0.8","0.8","0.8","35012","35012","35012","1","1","1"
"1487","35270","35270","35270","1","1","1","65142","65142","65142","0.8","0.8","0.8","35014","35014","35014","1","1","1"
"1488","35272","35272","35272","1","1","1","65144","65144","65144","1","1","1","35016","35016","35016","1","1","1"
"1489","35274","35274","35274","1","1","1","65146","65146","65146","1","1","1","35018","35018","35018","1","1","1"
"1490","35276","35276","35276","1","1","1","65148","65148","65148","1","1","1","35020","35020","35020","1","1","1"
"1491","35278","35278","35278","1","1","1","65150","65150","65150","0.8","0.8","0.8","35022","35022","35022","1","1","1"
"1492","35280","35280","35280","1","1","1","65152","65152","65152","1","1","1","35024","35024","35024","1","1","1"
"1493","35282","35282","35282","1","1","1","65154","65154","65154","1","1","1","35026","35026","35026","0.9","0.9","0.9"
"1494","35447","35447","35447","1","1","1","65470","65470","65470","0.8","0.8","0.8","35184","35184","35184","1","1","1"
"1495","35449","35449","35449","1","1","1","65472","65472","65472","1","1","1","35186","35186","35186","1","1","1"
"1496","35451","35451","35451","1","1","1","65474","65474","65474","1","1","1","35188","35188","35188","1","1","1"
"1497","35453","35453","35453","1","1","1","65476","65476","65476","0.8","0.8","0.8","35190","35190","35190","1","1","1"
"1498","35455","35455","35455","1","1","1","65478","65478","65478","1","1","1","35192","35192","35192","1","1","1"
"1499","35457","35457","35457","1","1","1","65480","65480","65480","1","1","1","35194","35194","35194","1","1","1"
"1500","35459","35459","35459","1","1","1","65482","65482","65482","1","1","1","35196","35196","35196","1","1","1"
"1501","35461","35461","35461","1","1","1","65484","65484","65484","1","1","1","35198","35198","35198","1","1","1"
"1502","35463","35463","35463","1","1","1","65486","65486","65486","1","1","1","35200","35200","35200","1","1","1"
"1503","35622","35622","35622","1","1","1","65803","65803","65803","0.8","0.8","0.8","35364","35364","35364","1","1","1"
"1504","35624","35624","35624","1","1","1","65805","65805","65805","0.8","0.8","0.8","35366","35366","35366","1","1","1"
"1505","35626","35626","35626","1","1","1","65807","65807","65807","1","1","1","35368","35368","35368","1","1","1"
"1506","35628","35628","35628","1","1","1","65809","65809","65809","0.8","0.8","0.8","35370","35370","35370","1","1","1"
"1507","35630","35630","35630","1","1","1","65811","65811","65811","1","1","1","35372","35372","35372","1","1","1"
"1508","35632","35632","35632","1","1","1","65813","65813","65813","1","1","1","35374","35374","35374","1","1","1"
"1509","35634","35634","35634","1","1","1","65815","65815","65815","1","1","1","35376","35376","35376","1","1","1"
"1510","35636","35636","35636","1","1","1","65817","65817","65817","1","1","1","35378","35378","35378","1","1","1"
"1511","35638","35638","35638","1","1","1","65819","65819","65819","1","1","1","35380","35380","35380","1","1","1"
"1512","35800","35800","35800","1","1","1","66135","66135","66135","1","1","1","35545","35545","35545","1","1","1"
"1513","35802","35802","35802","1","1","1","66137","66137","66137","0.8","0.8","0.8","35547","35547","35547","1","1","1"
"1514","35804","35804","35804","1","1","1","66139","66139","66139","1","1","1","35549","35549","35549","1","1","1"
"1515","35806","35806","35806","1","1","1","66141","66141","66141","1","1","1","35551","35551","35551","1","1","1"
"1516","35808","35808","35808","1","1","1","66143","66143","66143","1","1","1","35553","35553","35553","1","1","1"
"1517","35810","35810","35810","1","1","1","66145","66145","66145","1","1","1","35555","35555","35555","1","1","1"
"1518","35812","35812","35812","1","1","1","66147","66147","66147","1","1","1","35557","35557","35557","1","1","1"
"1519","35814","35814","35814","1","1","1","66149","66149","66149","1","1","1","35559","35559","35559","1","1","1"
"1520","35816","35816","35816","1","1","1","66151","66151","66151","1","1","1","35561","35561","35561","1","1","1"
"1521","35975","35975","35975","1","1","1","66467","66467","66467","0.8","0.8","0.8","35723","35723","35723","1","1","1"
"1522","35977","35977","35977","1","1","1","66469","66469","66469","1","1","1","35725","35725","35725","1","1","1"
"1523","35979","35979","35979","1","1","1","66471","66471","66471","1","1","1","35727","35727","35727","1","1","1"
"1524","35981","35981","35981","1","1","1","66473","66473","66473","1","1","1","35729","35729","35729","1","1","1"
"1525","35983","35983","35983","1","1","1","66475","66475","66475","1","1","1","35731","35731","35731","1","1","1"
"1526","35985","35985","35985","1","1","1","66477","66477","66477","1","1","1","35733","35733","35733","1","1","1"
"1527","35987","35987","35987","1","1","1","66479","66479","66479","1","1","1","35735","35735","35735","1","1","1"
"1528","35989","35989","35989","1","1","1","66481","66481","66481","1","1","1","35737","35737","35737","1","1","1"
"1529","35991","35991","35991","1","1","1","66483","66483","66483","1","1","1","35739","35739","35739","1","1","1"
"1530","36157","36157","36157","1","1","1","66800","66800","66800","0.8","0.8","0.8","35900","35900","35900","1","1","1"
"1531","36159","36159","36159","0.8","0.8","0.8","66802","66802","66802","1","1","1","35902","35902","35902","1","1","1"
"1532","36161","36161","36161","0.8","0.8","0.8","66804","66804","66804","0.8","0.8","0.8","35904","35904","35904","1","1","1"
"1533","36163","36163","36163","1","1","1","66806","66806","66806","1","1","1","35906","35906","35906","1","1","1"
"1534","36165","36165","36165","1","1","1","66808","66808","66808","1","1","1","35908","35908","35908","1","1","1"
"1535","36167","36167","36167","1","1","1","66810","66810","66810","1","1","1","35910","35910","35910","1","1","1"
"1536","36169","36169","36169","1","1","1","66812","66812","66812","1","1","1","35912","35912","35912","1","1","1"
"1537","36171","36171","36171","1","1","1","66814","66814","66814","1","1","1","35914","35914","35914","1","1","1"
"1538","36173","36173","36173","1","1","1","66816","66816","66816","1","1","1","35916","35916","35916","1","1","1"
"1539","36335","36335","36335","1","1","1","67132","67132","67132","0.8","0.8","0.8","36074","36074","36074","1","1","1"
"1540","36337","36337","36337","1","1","1","67134","67134","67134","1","1","1","36076","36076","36076","1","1","1"
"1541","36339","36339","36339","1","1","1","67136","67136","67136","1","1","1","36078","36078","36078","1","1","1"
"1542","36341","36341","36341","1","1","1","67138","67138","67138","0.8","0.8","0.8","36080","36080","36080","1","1","1"
"1543","36343","36343","36343","1","1","1","67140","67140","67140","1","1","1","36082","36082","36082","1","1","1"
"1544","36345","36345","36345","1","1","1","67142","67142","67142","1","1","1","36084","36084","36084","1","1","1"
"1545","36347","36347","36347","1","1","1","67144","67144","67144","1","1","1","36086","36086","36086","1","1","1"
"1546","36349","36349","36349","1","1","1","67146","67146","67146","1","1","1","36088","36088","36088","1","1","1"
"1547","36351","36351","36351","1","1","1","67148","67148","67148","1","1","1","36090","36090","36090","1","1","1"
"1548","36513","36513","36513","1","1","1","67465","67465","67465","0.8","0.8","0.8","36255","36255","36255","1","1","1"
"1549","36515","36515","36515","1","1","1","67467","67467","67467","1","1","1","36257","36257","36257","1","1","1"
"1550","36517","36517","36517","1","1","1","67469","67469","67469","1","1","1","36259","36259","36259","1","1","1"
"1551","36519","36519","36519","1","1","1","67471","67471","67471","1","1","1","36261","36261","36261","1","1","1"
"1552","36521","36521","36521","1","1","1","67473","67473","67473","1","1","1","36263","36263","36263","1","1","1"
"1553","36523","36523","36523","1","1","1","67475","67475","67475","1","1","1","36265","36265","36265","1","1","1"
"1554","36525","36525","36525","1","1","1","67477","67477","67477","1","1","1","36267","36267","36267","1","1","1"
"1555","36527","36527","36527","1","1","1","67479","67479","67479","1","1","1","36269","36269","36269","1","1","1"
"1556","36529","36529","36529","1","1","1","67481","67481","67481","1","1","1","36271","36271","36271","1","1","1"
"1557","36688","36688","36688","1","1","1","67797","67797","67797","0.8","0.8","0.8","36428","36428","36428","1","1","1"
"1558","36690","36690","36690","1","1","1","67799","67799","67799","1","1","1","36430","36430","36430","1","1","1"
"1559","36692","36692","36692","1","1","1","67801","67801","67801","1","1","1","36432","36432","36432","1","1","1"
"1560","36694","36694","36694","1","1","1","67803","67803","67803","1","1","1","36434","36434","36434","1","1","1"
"1561","36696","36696","36696","1","1","1","67805","67805","67805","1","1","1","36436","36436","36436","1","1","1"
"1562","36698","36698","36698","1","1","1","67807","67807","67807","1","1","1","36438","36438","36438","1","1","1"
"1563","36700","36700","36700","1","1","1","67809","67809","67809","1","1","1","36440","36440","36440","1","1","1"
"1564","36702","36702","36702","1","1","1","67811","67811","67811","1","1","1","36442","36442","36442","1","1","1"
"1565","36704","36704","36704","1","1","1","67813","67813","67813","1","1","1","36444","36444","36444","1","1","1"
"1566","36863","36863","36863","1","1","1","68129","68129","68129","0.8","0.8","0.8","36610","36610","36610","1","1","1"
"1567","36865","36865","36865","1","1","1","68131","68131","68131","1","1","1","36612","36612","36612","1","1","1"
"1568","36867","36867","36867","1","1","1","68133","68133","68133","1","1","1","36614","36614","36614","1","1","1"
"1569","36869","36869","36869","1","1","1","68135","68135","68135","0.8","0.8","0.8","36616","36616","36616","1","1","1"
"1570","36871","36871","36871","1","1","1","68137","68137","68137","1","1","1","36618","36618","36618","1","1","1"
"1571","36873","36873","36873","1","1","1","68139","68139","68139","1","1","1","36620","36620","36620","1","1","1"
"1572","36875","36875","36875","1","1","1","68141","68141","68141","1","1","1","36622","36622","36622","1","1","1"
"1573","36877","36877","36877","1","1","1","68143","68143","68143","1","1","1","36624","36624","36624","1","1","1"
"1574","36879","36879","36879","1","1","1","68145","68145","68145","1","1","1","36626","36626","36626","1","1","1"
"1575","37039","37039","37039","1","1","1","68462","68462","68462","0.8","0.8","0.8","36787","36787","36787","1","1","1"
"1576","37041","37041","37041","0.8","0.8","0.8","68464","68464","68464","0.8","0.8","0.8","36789","36789","36789","1","1","1"
"1577","37043","37043","37043","1","1","1","68466","68466","68466","1","1","1","36791","36791","36791","1","1","1"
"1578","37045","37045","37045","1","1","1","68468","68468","68468","0.8","0.8","0.8","36793","36793","36793","1","1","1"
"1579","37047","37047","37047","1","1","1","68470","68470","68470","1","1","1","36795","36795","36795","1","1","1"
"1580","37049","37049","37049","1","1","1","68472","68472","68472","1","1","1","36797","36797","36797","1","1","1"
"1581","37051","37051","37051","1","1","1","68474","68474","68474","0.8","0.8","0.8","36799","36799","36799","1","1","1"
"1582","37053","37053","37053","1","1","1","68476","68476","68476","1","1","1","36801","36801","36801","1","1","1"
"1583","37055","37055","37055","1","1","1","68478","68478","68478","1","1","1","36803","36803","36803","1","1","1"
"1584","37217","37217","37217","1","1","1","68794","68794","68794","1","1","1","36965","36965","36965","1","1","1"
"1585","37219","37219","37219","1","1","1","68796","68796","68796","1","1","1","36967","36967","36967","1","1","1"
"1586","37221","37221","37221","1","1","1","68798","68798","68798","1","1","1","36969","36969","36969","1","1","1"
"1587","37223","37223","37223","1","1","1","68800","68800","68800","0.8","0.8","0.8","36971","36971","36971","1","1","1"
"1588","37225","37225","37225","1","1","1","68802","68802","68802","1","1","1","36973","36973","36973","1","1","1"
"1589","37227","37227","37227","1","1","1","68804","68804","68804","1","1","1","36975","36975","36975","1","1","1"
"1590","37229","37229","37229","1","1","1","68806","68806","68806","0.8","0.8","0.8","36977","36977","36977","1","1","1"
"1591","37231","37231","37231","1","1","1","68808","68808","68808","1","1","1","36979","36979","36979","1","1","1"
"1592","37233","37233","37233","1","1","1","68810","68810","68810","1","1","1","36981","36981","36981","1","1","1"
"1593","37397","37397","37397","1","1","1","69127","69127","69127","0.8","0.8","0.8","37138","37138","37138","1","1","1"
"1594","37399","37399","37399","1","1","1","69129","69129","69129","1","1","1","37140","37140","37140","1","1","1"
"1595","37401","37401","37401","1","1","1","69131","69131","69131","1","1","1","37142","37142","37142","1","1","1"
"1596","37403","37403","37403","1","1","1","69133","69133","69133","0.8","0.8","0.8","37144","37144","37144","1","1","1"
"1597","37405","37405","37405","1","1","1","69135","69135","69135","1","1","1","37146","37146","37146","1","1","1"
"1598","37407","37407","37407","1","1","1","69137","69137","69137","1","1","1","37148","37148","37148","1","1","1"
"1599","37409","37409","37409","1","1","1","69139","69139","69139","0.8","0.8","0.8","37150","37150","37150","1","1","1"
"1600","37411","37411","37411","1","1","1","69141","69141","69141","1","1","1","37152","37152","37152","1","1","1"
"1601","37413","37413","37413","1","1","1","69143","69143","69143","1","1","1","37154","37154","37154","1","1","1"
"1602","37574","37574","37574","1","1","1","69459","69459","69459","0.8","0.8","0.8","37314","37314","37314","1","1","1"
"1603","37576","37576","37576","0.8","0.8","0.8","69461","69461","69461","1","1","1","37316","37316","37316","1","1","1"
"1604","37578","37578","37578","1","1","1","69463","69463","69463","0.8","0.8","0.8","37318","37318","37318","1","1","1"
"1605","37580","37580","37580","1","1","1","69465","69465","69465","0.8","0.8","0.8","37320","37320","37320","1","1","1"
"1606","37582","37582","37582","1","1","1","69467","69467","69467","1","1","1","37322","37322","37322","1","1","1"
"1607","37584","37584","37584","1","1","1","69469","69469","69469","1","1","1","37324","37324","37324","0.8","0.8","0.8"
"1608","37586","37586","37586","1","1","1","69471","69471","69471","1","1","1","37326","37326","37326","1","1","1"
"1609","37588","37588","37588","1","1","1","69473","69473","69473","1","1","1","37328","37328","37328","1","1","1"
"1610","37590","37590","37590","1","1","1","69475","69475","69475","1","1","1","37330","37330","37330","1","1","1"
"1611","37753","37753","37753","1","1","1","69791","69791","69791","0.8","0.8","0.8","37486","37486","37486","1","1","1"
"1612","37755","37755","37755","1","1","1","69793","69793","69793","1","1","1","37488","37488","37488","1","1","1"
"1613","37757","37757","37757","1","1","1","69795","69795","69795","1","1","1","37490","37490","37490","1","1","1"
"1614","37759","37759","37759","1","1","1","69797","69797","69797","0.8","0.8","0.8","37492","37492","37492","1","1","1"
"1615","37761","37761","37761","1","1","1","69799","69799","69799","1","1","1","37494","37494","37494","1","1","1"
"1616","37763","37763","37763","1","1","1","69801","69801","69801","1","1","1","37496","37496","37496","1","1","1"
"1617","37765","37765","37765","1","1","1","69803","69803","69803","1","1","1","37498","37498","37498","1","1","1"
"1618","37767","37767","37767","1","1","1","69805","69805","69805","1","1","1","37500","37500","37500","1","1","1"
"1619","37769","37769","37769","1","1","1","69807","69807","69807","1","1","1","37502","37502","37502","0.8","0.8","0.8"
"1620","37928","37928","37928","1","1","1","70123","70123","70123","0.8","0.8","0.8","37659","37659","37659","1","1","1"
"1621","37930","37930","37930","1","1","1","70125","70125","70125","1","1","1","37661","37661","37661","1","1","1"
"1622","37932","37932","37932","1","1","1","70127","70127","70127","0.8","0.8","0.8","37663","37663","37663","1","1","1"
"1623","37934","37934","37934","1","1","1","70129","70129","70129","0.8","0.8","0.8","37665","37665","37665","1","1","1"
"1624","37936","37936","37936","1","1","1","70131","70131","70131","1","1","1","37667","37667","37667","1","1","1"
"1625","37938","37938","37938","1","1","1","70133","70133","70133","1","1","1","37669","37669","37669","1","1","1"
"1626","37940","37940","37940","1","1","1","70135","70135","70135","0.8","0.8","0.8","37671","37671","37671","1","1","1"
"1627","37942","37942","37942","1","1","1","70137","70137","70137","1","1","1","37673","37673","37673","1","1","1"
"1628","37944","37944","37944","1","1","1","70139","70139","70139","1","1","1","37675","37675","37675","1","1","1"
"1629","38108","38108","38108","1","1","1","70456","70456","70456","0.8","0.8","0.8","37834","37834","37834","1","1","1"
"1630","38110","38110","38110","0.8","0.8","0.8","70458","70458","70458","1","1","1","37836","37836","37836","1","1","1"
"1631","38112","38112","38112","0.8","0.8","0.8","70460","70460","70460","1","1","1","37838","37838","37838","1","1","1"
"1632","38114","38114","38114","0.8","0.8","0.8","70462","70462","70462","0.8","0.8","0.8","37840","37840","37840","1","1","1"
"1633","38116","38116","38116","1","1","1","70464","70464","70464","1","1","1","37842","37842","37842","1","1","1"
"1634","38118","38118","38118","1","1","1","70466","70466","70466","1","1","1","37844","37844","37844","1","1","1"
"1635","38120","38120","38120","1","1","1","70468","70468","70468","0.8","0.8","0.8","37846","37846","37846","1","1","1"
"1636","38122","38122","38122","1","1","1","70470","70470","70470","1","1","1","37848","37848","37848","1","1","1"
"1637","38124","38124","38124","1","1","1","70472","70472","70472","1","1","1","37850","37850","37850","1","1","1"
"1638","38282","38282","38282","1","1","1","70788","70788","70788","0.8","0.8","0.8","38007","38007","38007","1","1","1"
"1639","38284","38284","38284","0.8","0.8","0.8","70790","70790","70790","0.8","0.8","0.8","38009","38009","38009","1","1","1"
"1640","38286","38286","38286","1","1","1","70792","70792","70792","0.8","0.8","0.8","38011","38011","38011","1","1","1"
"1641","38288","38288","38288","1","1","1","70794","70794","70794","0.8","0.8","0.8","38013","38013","38013","1","1","1"
"1642","38290","38290","38290","1","1","1","70796","70796","70796","1","1","1","38015","38015","38015","1","1","1"
"1643","38292","38292","38292","1","1","1","70798","70798","70798","1","1","1","38017","38017","38017","1","1","1"
"1644","38294","38294","38294","1","1","1","70800","70800","70800","1","1","1","38019","38019","38019","1","1","1"
"1645","38296","38296","38296","1","1","1","70802","70802","70802","1","1","1","38021","38021","38021","1","1","1"
"1646","38298","38298","38298","1","1","1","70804","70804","70804","1","1","1","38023","38023","38023","1","1","1"
"1647","38460","38460","38460","1","1","1","71120","71120","71120","0.8","0.8","0.8","38185","38185","38185","1","1","1"
"1648","38462","38462","38462","1","1","1","71122","71122","71122","1","1","1","38187","38187","38187","1","1","1"
"1649","38464","38464","38464","1","1","1","71124","71124","71124","1","1","1","38189","38189","38189","1","1","1"
"1650","38466","38466","38466","1","1","1","71126","71126","71126","0.8","0.8","0.8","38191","38191","38191","1","1","1"
"1651","38468","38468","38468","1","1","1","71128","71128","71128","1","1","1","38193","38193","38193","1","1","1"
"1652","38470","38470","38470","1","1","1","71130","71130","71130","1","1","1","38195","38195","38195","1","1","1"
"1653","38472","38472","38472","1","1","1","71132","71132","71132","0.8","0.8","0.8","38197","38197","38197","1","1","1"
"1654","38474","38474","38474","1","1","1","71134","71134","71134","1","1","1","38199","38199","38199","1","1","1"
"1655","38476","38476","38476","1","1","1","71136","71136","71136","1","1","1","38201","38201","38201","1","1","1"
"1656","38638","38638","38638","1","1","1","71453","71453","71453","0.8","0.8","0.8","38362","38362","38362","1","1","1"
"1657","38640","38640","38640","1","1","1","71455","71455","71455","1","1","1","38364","38364","38364","1","1","1"
"1658","38642","38642","38642","0.8","0.8","0.8","71457","71457","71457","1","1","1","38366","38366","38366","1","1","1"
"1659","38644","38644","38644","1","1","1","71459","71459","71459","0.8","0.8","0.8","38368","38368","38368","1","1","1"
"1660","38646","38646","38646","1","1","1","71461","71461","71461","1","1","1","38370","38370","38370","1","1","1"
"1661","38648","38648","38648","1","1","1","71463","71463","71463","1","1","1","38372","38372","38372","1","1","1"
"1662","38650","38650","38650","1","1","1","71465","71465","71465","1","1","1","38374","38374","38374","1","1","1"
"1663","38652","38652","38652","1","1","1","71467","71467","71467","1","1","1","38376","38376","38376","1","1","1"
"1664","38654","38654","38654","1","1","1","71469","71469","71469","1","1","1","38378","38378","38378","1","1","1"
"1665","38816","38816","38816","0.8","0.8","0.8","71785","71785","71785","0.8","0.8","0.8","38538","38538","38538","1","1","1"
"1666","38818","38818","38818","1","1","1","71787","71787","71787","1","1","1","38540","38540","38540","1","1","1"
"1667","38820","38820","38820","1","1","1","71789","71789","71789","1","1","1","38542","38542","38542","1","1","1"
"1668","38822","38822","38822","1","1","1","71791","71791","71791","0.8","0.8","0.8","38544","38544","38544","1","1","1"
"1669","38824","38824","38824","1","1","1","71793","71793","71793","1","1","1","38546","38546","38546","1","1","1"
"1670","38826","38826","38826","1","1","1","71795","71795","71795","1","1","1","38548","38548","38548","1","1","1"
"1671","38828","38828","38828","0.8","0.8","0.8","71797","71797","71797","0.8","0.8","0.8","38550","38550","38550","1","1","1"
"1672","38830","38830","38830","1","1","1","71799","71799","71799","1","1","1","38552","38552","38552","1","1","1"
"1673","38832","38832","38832","1","1","1","71801","71801","71801","1","1","1","38554","38554","38554","1","1","1"
"1674","38997","38997","38997","1","1","1","72118","72118","72118","0.8","0.8","0.8","38711","38711","38711","1","1","1"
"1675","38999","38999","38999","1","1","1","72120","72120","72120","1","1","1","38713","38713","38713","1","1","1"
"1676","39001","39001","39001","1","1","1","72122","72122","72122","1","1","1","38715","38715","38715","1","1","1"
"1677","39003","39003","39003","1","1","1","72124","72124","72124","0.8","0.8","0.8","38717","38717","38717","1","1","1"
"1678","39005","39005","39005","1","1","1","72126","72126","72126","1","1","1","38719","38719","38719","1","1","1"
"1679","39007","39007","39007","1","1","1","72128","72128","72128","1","1","1","38721","38721","38721","1","1","1"
"1680","39009","39009","39009","1","1","1","72130","72130","72130","0.8","0.8","0.8","38723","38723","38723","1","1","1"
"1681","39011","39011","39011","1","1","1","72132","72132","72132","1","1","1","38725","38725","38725","1","1","1"
"1682","39013","39013","39013","1","1","1","72134","72134","72134","1","1","1","38727","38727","38727","1","1","1"
