"Evaluate/step_episode","2_rainbowepsilon_2024-12-19_00-27-24 - _step","2_rainbowepsilon_2024-12-19_00-27-24 - _step__MIN","2_rainbowepsilon_2024-12-19_00-27-24 - _step__MAX","2_rainbowepsilon_2024-12-19_00-27-24 - Evaluate/EpProgress","2_rainbowepsilon_2024-12-19_00-27-24 - Evaluate/EpProgress__MIN","2_rainbowepsilon_2024-12-19_00-27-24 - Evaluate/EpProgress__MAX","15_rainbowepsilon_2024-12-16_00-15-51 - _step","15_rainbowepsilon_2024-12-16_00-15-51 - _step__MIN","15_rainbowepsilon_2024-12-16_00-15-51 - _step__MAX","15_rainbowepsilon_2024-12-16_00-15-51 - Evaluate/EpProgress","15_rainbowepsilon_2024-12-16_00-15-51 - Evaluate/EpProgress__MIN","15_rainbowepsilon_2024-12-16_00-15-51 - Evaluate/EpProgress__MAX","10_rainbowepsilon_2024-12-15_02-47-52 - _step","10_rainbowepsilon_2024-12-15_02-47-52 - _step__MIN","10_rainbowepsilon_2024-12-15_02-47-52 - _step__MAX","10_rainbowepsilon_2024-12-15_02-47-52 - Evaluate/EpProgress","10_rainbowepsilon_2024-12-15_02-47-52 - Evaluate/EpProgress__MIN","10_rainbowepsilon_2024-12-15_02-47-52 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"833","21845","21845","21845","1","1","1","18512","18512","18512","1","1","1","19453","19453","19453","1","1","1","22199","22199","22199","1","1","1"
"834","21847","21847","21847","1","1","1","18514","18514","18514","1","1","1","19455","19455","19455","1","1","1","22201","22201","22201","1","1","1"
"835","21849","21849","21849","1","1","1","18516","18516","18516","1","1","1","19457","19457","19457","1","1","1","22203","22203","22203","1","1","1"
"836","21851","21851","21851","1","1","1","18518","18518","18518","1","1","1","19459","19459","19459","1","1","1","22205","22205","22205","1","1","1"
"837","22015","22015","22015","1","1","1","18646","18646","18646","0.8","0.8","0.8","19598","19598","19598","0.8","0.8","0.8","22366","22366","22366","1","1","1"
"838","22017","22017","22017","1","1","1","18648","18648","18648","1","1","1","19600","19600","19600","1","1","1","22368","22368","22368","1","1","1"
"839","22019","22019","22019","1","1","1","18650","18650","18650","1","1","1","19602","19602","19602","1","1","1","22370","22370","22370","1","1","1"
"840","22021","22021","22021","1","1","1","18652","18652","18652","1","1","1","19604","19604","19604","1","1","1","22372","22372","22372","1","1","1"
"841","22023","22023","22023","1","1","1","18654","18654","18654","1","1","1","19606","19606","19606","1","1","1","22374","22374","22374","1","1","1"
"842","22025","22025","22025","1","1","1","18656","18656","18656","1","1","1","19608","19608","19608","1","1","1","22376","22376","22376","1","1","1"
"843","22027","22027","22027","1","1","1","18658","18658","18658","1","1","1","19610","19610","19610","1","1","1","22378","22378","22378","1","1","1"
"844","22029","22029","22029","1","1","1","18660","18660","18660","1","1","1","19612","19612","19612","1","1","1","22380","22380","22380","1","1","1"
"845","22031","22031","22031","1","1","1","18662","18662","18662","1","1","1","19614","19614","19614","1","1","1","22382","22382","22382","1","1","1"
"846","22192","22192","22192","1","1","1","18795","18795","18795","0.8","0.8","0.8","19752","19752","19752","0.8","0.8","0.8","22541","22541","22541","1","1","1"
"847","22194","22194","22194","0.8","0.8","0.8","18797","18797","18797","1","1","1","19754","19754","19754","1","1","1","22543","22543","22543","1","1","1"
"848","22196","22196","22196","1","1","1","18799","18799","18799","1","1","1","19756","19756","19756","1","1","1","22545","22545","22545","1","1","1"
"849","22198","22198","22198","1","1","1","18801","18801","18801","1","1","1","19758","19758","19758","1","1","1","22547","22547","22547","1","1","1"
"850","22200","22200","22200","1","1","1","18803","18803","18803","1","1","1","19760","19760","19760","1","1","1","22549","22549","22549","1","1","1"
"851","22202","22202","22202","1","1","1","18805","18805","18805","1","1","1","19762","19762","19762","1","1","1","22551","22551","22551","0.8","0.8","0.8"
"852","22204","22204","22204","1","1","1","18807","18807","18807","1","1","1","19764","19764","19764","1","1","1","22553","22553","22553","1","1","1"
"853","22206","22206","22206","1","1","1","18809","18809","18809","1","1","1","19766","19766","19766","1","1","1","22555","22555","22555","1","1","1"
"854","22208","22208","22208","1","1","1","18811","18811","18811","1","1","1","19768","19768","19768","1","1","1","22557","22557","22557","1","1","1"
"855","22365","22365","22365","1","1","1","18945","18945","18945","0.8","0.8","0.8","19909","19909","19909","0.8","0.8","0.8","22716","22716","22716","1","1","1"
"856","22367","22367","22367","1","1","1","18947","18947","18947","1","1","1","19911","19911","19911","1","1","1","22718","22718","22718","1","1","1"
"857","22369","22369","22369","1","1","1","18949","18949","18949","1","1","1","19913","19913","19913","1","1","1","22720","22720","22720","1","1","1"
"858","22371","22371","22371","1","1","1","18951","18951","18951","1","1","1","19915","19915","19915","1","1","1","22722","22722","22722","1","1","1"
"859","22373","22373","22373","1","1","1","18953","18953","18953","1","1","1","19917","19917","19917","1","1","1","22724","22724","22724","1","1","1"
"860","22375","22375","22375","1","1","1","18955","18955","18955","1","1","1","19919","19919","19919","1","1","1","22726","22726","22726","1","1","1"
"861","22377","22377","22377","1","1","1","18957","18957","18957","1","1","1","19921","19921","19921","1","1","1","22728","22728","22728","1","1","1"
"862","22379","22379","22379","1","1","1","18959","18959","18959","0.9","0.9","0.9","19923","19923","19923","1","1","1","22730","22730","22730","1","1","1"
"863","22381","22381","22381","1","1","1","18961","18961","18961","1","1","1","19925","19925","19925","1","1","1","22732","22732","22732","0.9","0.9","0.9"
"864","22542","22542","22542","1","1","1","19091","19091","19091","0.8","0.8","0.8","20061","20061","20061","0.8","0.8","0.8","22890","22890","22890","0.8","0.8","0.8"
"865","22544","22544","22544","1","1","1","19093","19093","19093","1","1","1","20063","20063","20063","1","1","1","22892","22892","22892","1","1","1"
"866","22546","22546","22546","1","1","1","19095","19095","19095","1","1","1","20065","20065","20065","1","1","1","22894","22894","22894","1","1","1"
"867","22548","22548","22548","1","1","1","19097","19097","19097","1","1","1","20067","20067","20067","1","1","1","22896","22896","22896","1","1","1"
"868","22550","22550","22550","0.8","0.8","0.8","19099","19099","19099","1","1","1","20069","20069","20069","1","1","1","22898","22898","22898","1","1","1"
"869","22552","22552","22552","0.8","0.8","0.8","19101","19101","19101","1","1","1","20071","20071","20071","1","1","1","22900","22900","22900","0.8","0.8","0.8"
"870","22554","22554","22554","1","1","1","19103","19103","19103","1","1","1","20073","20073","20073","1","1","1","22902","22902","22902","1","1","1"
"871","22556","22556","22556","1","1","1","19105","19105","19105","1","1","1","20075","20075","20075","1","1","1","22904","22904","22904","1","1","1"
"872","22558","22558","22558","1","1","1","19107","19107","19107","1","1","1","20077","20077","20077","1","1","1","22906","22906","22906","1","1","1"
"873","22721","22721","22721","1","1","1","19240","19240","19240","1","1","1","20218","20218","20218","0.8","0.8","0.8","23063","23063","23063","0.8","0.8","0.8"
"874","22723","22723","22723","1","1","1","19242","19242","19242","1","1","1","20220","20220","20220","1","1","1","23065","23065","23065","1","1","1"
"875","22725","22725","22725","1","1","1","19244","19244","19244","1","1","1","20222","20222","20222","1","1","1","23067","23067","23067","1","1","1"
"876","22727","22727","22727","1","1","1","19246","19246","19246","1","1","1","20224","20224","20224","1","1","1","23069","23069","23069","1","1","1"
"877","22729","22729","22729","1","1","1","19248","19248","19248","1","1","1","20226","20226","20226","1","1","1","23071","23071","23071","1","1","1"
"878","22731","22731","22731","1","1","1","19250","19250","19250","1","1","1","20228","20228","20228","1","1","1","23073","23073","23073","1","1","1"
"879","22733","22733","22733","1","1","1","19252","19252","19252","1","1","1","20230","20230","20230","1","1","1","23075","23075","23075","1","1","1"
"880","22735","22735","22735","1","1","1","19254","19254","19254","1","1","1","20232","20232","20232","1","1","1","23077","23077","23077","1","1","1"
"881","22737","22737","22737","1","1","1","19256","19256","19256","1","1","1","20234","20234","20234","1","1","1","23079","23079","23079","1","1","1"
"882","22902","22902","22902","1","1","1","19389","19389","19389","0.8","0.8","0.8","20372","20372","20372","0.8","0.8","0.8","23239","23239","23239","1","1","1"
"883","22904","22904","22904","1","1","1","19391","19391","19391","1","1","1","20374","20374","20374","1","1","1","23241","23241","23241","1","1","1"
"884","22906","22906","22906","1","1","1","19393","19393","19393","1","1","1","20376","20376","20376","1","1","1","23243","23243","23243","1","1","1"
"885","22908","22908","22908","1","1","1","19395","19395","19395","1","1","1","20378","20378","20378","1","1","1","23245","23245","23245","1","1","1"
"886","22910","22910","22910","1","1","1","19397","19397","19397","1","1","1","20380","20380","20380","1","1","1","23247","23247","23247","1","1","1"
"887","22912","22912","22912","1","1","1","19399","19399","19399","1","1","1","20382","20382","20382","1","1","1","23249","23249","23249","1","1","1"
"888","22914","22914","22914","1","1","1","19401","19401","19401","1","1","1","20384","20384","20384","1","1","1","23251","23251","23251","1","1","1"
"889","22916","22916","22916","1","1","1","19403","19403","19403","1","1","1","20386","20386","20386","1","1","1","23253","23253","23253","1","1","1"
"890","22918","22918","22918","1","1","1","19405","19405","19405","1","1","1","20388","20388","20388","0.9","0.9","0.9","23255","23255","23255","0.8","0.8","0.8"
"891","23075","23075","23075","1","1","1","19538","19538","19538","0.8","0.8","0.8","20527","20527","20527","0.8","0.8","0.8","23416","23416","23416","1","1","1"
"892","23077","23077","23077","1","1","1","19540","19540","19540","1","1","1","20529","20529","20529","1","1","1","23418","23418","23418","1","1","1"
"893","23079","23079","23079","1","1","1","19542","19542","19542","1","1","1","20531","20531","20531","1","1","1","23420","23420","23420","1","1","1"
"894","23081","23081","23081","1","1","1","19544","19544","19544","1","1","1","20533","20533","20533","1","1","1","23422","23422","23422","1","1","1"
"895","23083","23083","23083","1","1","1","19546","19546","19546","1","1","1","20535","20535","20535","1","1","1","23424","23424","23424","1","1","1"
"896","23085","23085","23085","1","1","1","19548","19548","19548","1","1","1","20537","20537","20537","1","1","1","23426","23426","23426","1","1","1"
"897","23087","23087","23087","1","1","1","19550","19550","19550","1","1","1","20539","20539","20539","1","1","1","23428","23428","23428","1","1","1"
"898","23089","23089","23089","1","1","1","19552","19552","19552","0.9","0.9","0.9","20541","20541","20541","1","1","1","23430","23430","23430","1","1","1"
"899","23091","23091","23091","1","1","1","19554","19554","19554","1","1","1","20543","20543","20543","1","1","1","23432","23432","23432","1","1","1"
"900","23249","23249","23249","1","1","1","19686","19686","19686","0.8","0.8","0.8","20681","20681","20681","0.8","0.8","0.8","23593","23593","23593","1","1","1"
"901","23251","23251","23251","1","1","1","19688","19688","19688","1","1","1","20683","20683","20683","1","1","1","23595","23595","23595","1","1","1"
"902","23253","23253","23253","1","1","1","19690","19690","19690","1","1","1","20685","20685","20685","1","1","1","23597","23597","23597","1","1","1"
"903","23255","23255","23255","1","1","1","19692","19692","19692","1","1","1","20687","20687","20687","1","1","1","23599","23599","23599","1","1","1"
"904","23257","23257","23257","1","1","1","19694","19694","19694","1","1","1","20689","20689","20689","1","1","1","23601","23601","23601","1","1","1"
"905","23259","23259","23259","1","1","1","19696","19696","19696","1","1","1","20691","20691","20691","1","1","1","23603","23603","23603","1","1","1"
"906","23261","23261","23261","1","1","1","19698","19698","19698","1","1","1","20693","20693","20693","1","1","1","23605","23605","23605","1","1","1"
"907","23263","23263","23263","1","1","1","19700","19700","19700","1","1","1","20695","20695","20695","1","1","1","23607","23607","23607","1","1","1"
"908","23265","23265","23265","1","1","1","19702","19702","19702","1","1","1","20697","20697","20697","1","1","1","23609","23609","23609","1","1","1"
"909","23422","23422","23422","1","1","1","19833","19833","19833","0.8","0.8","0.8","20834","20834","20834","0.8","0.8","0.8","23767","23767","23767","1","1","1"
"910","23424","23424","23424","1","1","1","19835","19835","19835","1","1","1","20836","20836","20836","1","1","1","23769","23769","23769","1","1","1"
"911","23426","23426","23426","1","1","1","19837","19837","19837","1","1","1","20838","20838","20838","1","1","1","23771","23771","23771","1","1","1"
"912","23428","23428","23428","1","1","1","19839","19839","19839","1","1","1","20840","20840","20840","1","1","1","23773","23773","23773","1","1","1"
"913","23430","23430","23430","1","1","1","19841","19841","19841","1","1","1","20842","20842","20842","1","1","1","23775","23775","23775","1","1","1"
"914","23432","23432","23432","1","1","1","19843","19843","19843","0.8","0.8","0.8","20844","20844","20844","0.8","0.8","0.8","23777","23777","23777","1","1","1"
"915","23434","23434","23434","1","1","1","19845","19845","19845","1","1","1","20846","20846","20846","1","1","1","23779","23779","23779","1","1","1"
"916","23436","23436","23436","1","1","1","19847","19847","19847","1","1","1","20848","20848","20848","1","1","1","23781","23781","23781","1","1","1"
"917","23438","23438","23438","1","1","1","19849","19849","19849","1","1","1","20850","20850","20850","1","1","1","23783","23783","23783","1","1","1"
"918","23596","23596","23596","1","1","1","19981","19981","19981","0.8","0.8","0.8","20992","20992","20992","0.8","0.8","0.8","23942","23942","23942","1","1","1"
"919","23598","23598","23598","1","1","1","19983","19983","19983","1","1","1","20994","20994","20994","1","1","1","23944","23944","23944","1","1","1"
"920","23600","23600","23600","1","1","1","19985","19985","19985","1","1","1","20996","20996","20996","1","1","1","23946","23946","23946","1","1","1"
"921","23602","23602","23602","1","1","1","19987","19987","19987","1","1","1","20998","20998","20998","1","1","1","23948","23948","23948","1","1","1"
"922","23604","23604","23604","1","1","1","19989","19989","19989","1","1","1","21000","21000","21000","1","1","1","23950","23950","23950","1","1","1"
"923","23606","23606","23606","1","1","1","19991","19991","19991","1","1","1","21002","21002","21002","1","1","1","23952","23952","23952","1","1","1"
"924","23608","23608","23608","1","1","1","19993","19993","19993","1","1","1","21004","21004","21004","1","1","1","23954","23954","23954","1","1","1"
"925","23610","23610","23610","1","1","1","19995","19995","19995","1","1","1","21006","21006","21006","1","1","1","23956","23956","23956","1","1","1"
"926","23612","23612","23612","1","1","1","19997","19997","19997","1","1","1","21008","21008","21008","1","1","1","23958","23958","23958","1","1","1"
"927","23775","23775","23775","1","1","1","20128","20128","20128","0.8","0.8","0.8","21147","21147","21147","0.8","0.8","0.8","24122","24122","24122","1","1","1"
"928","23777","23777","23777","1","1","1","20130","20130","20130","1","1","1","21149","21149","21149","1","1","1","24124","24124","24124","1","1","1"
"929","23779","23779","23779","1","1","1","20132","20132","20132","1","1","1","21151","21151","21151","1","1","1","24126","24126","24126","1","1","1"
"930","23781","23781","23781","1","1","1","20134","20134","20134","1","1","1","21153","21153","21153","1","1","1","24128","24128","24128","1","1","1"
"931","23783","23783","23783","1","1","1","20136","20136","20136","1","1","1","21155","21155","21155","1","1","1","24130","24130","24130","1","1","1"
"932","23785","23785","23785","1","1","1","20138","20138","20138","1","1","1","21157","21157","21157","1","1","1","24132","24132","24132","1","1","1"
"933","23787","23787","23787","1","1","1","20140","20140","20140","1","1","1","21159","21159","21159","1","1","1","24134","24134","24134","1","1","1"
"934","23789","23789","23789","1","1","1","20142","20142","20142","1","1","1","21161","21161","21161","1","1","1","24136","24136","24136","1","1","1"
"935","23791","23791","23791","1","1","1","20144","20144","20144","1","1","1","21163","21163","21163","1","1","1","24138","24138","24138","1","1","1"
"936","23949","23949","23949","1","1","1","20276","20276","20276","0.8","0.8","0.8","21301","21301","21301","0.8","0.8","0.8","24295","24295","24295","1","1","1"
"937","23951","23951","23951","1","1","1","20278","20278","20278","1","1","1","21303","21303","21303","1","1","1","24297","24297","24297","1","1","1"
"938","23953","23953","23953","1","1","1","20280","20280","20280","1","1","1","21305","21305","21305","1","1","1","24299","24299","24299","1","1","1"
"939","23955","23955","23955","1","1","1","20282","20282","20282","1","1","1","21307","21307","21307","1","1","1","24301","24301","24301","1","1","1"
"940","23957","23957","23957","1","1","1","20284","20284","20284","1","1","1","21309","21309","21309","1","1","1","24303","24303","24303","1","1","1"
"941","23959","23959","23959","1","1","1","20286","20286","20286","1","1","1","21311","21311","21311","0.8","0.8","0.8","24305","24305","24305","1","1","1"
"942","23961","23961","23961","1","1","1","20288","20288","20288","1","1","1","21313","21313","21313","1","1","1","24307","24307","24307","1","1","1"
"943","23963","23963","23963","1","1","1","20290","20290","20290","1","1","1","21315","21315","21315","1","1","1","24309","24309","24309","1","1","1"
"944","23965","23965","23965","1","1","1","20292","20292","20292","1","1","1","21317","21317","21317","1","1","1","24311","24311","24311","1","1","1"
"945","24124","24124","24124","1","1","1","20425","20425","20425","0.8","0.8","0.8","21455","21455","21455","0.8","0.8","0.8","24471","24471","24471","1","1","1"
"946","24126","24126","24126","1","1","1","20427","20427","20427","1","1","1","21457","21457","21457","1","1","1","24473","24473","24473","1","1","1"
"947","24128","24128","24128","1","1","1","20429","20429","20429","1","1","1","21459","21459","21459","1","1","1","24475","24475","24475","1","1","1"
"948","24130","24130","24130","1","1","1","20431","20431","20431","1","1","1","21461","21461","21461","1","1","1","24477","24477","24477","1","1","1"
"949","24132","24132","24132","1","1","1","20433","20433","20433","1","1","1","21463","21463","21463","1","1","1","24479","24479","24479","1","1","1"
"950","24134","24134","24134","1","1","1","20435","20435","20435","1","1","1","21465","21465","21465","1","1","1","24481","24481","24481","0.8","0.8","0.8"
"951","24136","24136","24136","1","1","1","20437","20437","20437","1","1","1","21467","21467","21467","1","1","1","24483","24483","24483","1","1","1"
"952","24138","24138","24138","1","1","1","20439","20439","20439","1","1","1","21469","21469","21469","1","1","1","24485","24485","24485","1","1","1"
"953","24140","24140","24140","1","1","1","20441","20441","20441","1","1","1","21471","21471","21471","1","1","1","24487","24487","24487","1","1","1"
"954","24299","24299","24299","1","1","1","20573","20573","20573","0.8","0.8","0.8","21610","21610","21610","0.8","0.8","0.8","24647","24647","24647","0.8","0.8","0.8"
"955","24301","24301","24301","1","1","1","20575","20575","20575","1","1","1","21612","21612","21612","1","1","1","24649","24649","24649","1","1","1"
"956","24303","24303","24303","1","1","1","20577","20577","20577","1","1","1","21614","21614","21614","1","1","1","24651","24651","24651","1","1","1"
"957","24305","24305","24305","1","1","1","20579","20579","20579","1","1","1","21616","21616","21616","1","1","1","24653","24653","24653","1","1","1"
"958","24307","24307","24307","1","1","1","20581","20581","20581","1","1","1","21618","21618","21618","1","1","1","24655","24655","24655","1","1","1"
"959","24309","24309","24309","1","1","1","20583","20583","20583","1","1","1","21620","21620","21620","0.8","0.8","0.8","24657","24657","24657","1","1","1"
"960","24311","24311","24311","1","1","1","20585","20585","20585","1","1","1","21622","21622","21622","1","1","1","24659","24659","24659","1","1","1"
"961","24313","24313","24313","1","1","1","20587","20587","20587","1","1","1","21624","21624","21624","1","1","1","24661","24661","24661","1","1","1"
"962","24315","24315","24315","1","1","1","20589","20589","20589","1","1","1","21626","21626","21626","1","1","1","24663","24663","24663","1","1","1"
"963","24473","24473","24473","1","1","1","20720","20720","20720","0.8","0.8","0.8","21764","21764","21764","0.8","0.8","0.8","24820","24820","24820","1","1","1"
"964","24475","24475","24475","1","1","1","20722","20722","20722","1","1","1","21766","21766","21766","1","1","1","24822","24822","24822","1","1","1"
"965","24477","24477","24477","1","1","1","20724","20724","20724","1","1","1","21768","21768","21768","1","1","1","24824","24824","24824","1","1","1"
"966","24479","24479","24479","1","1","1","20726","20726","20726","1","1","1","21770","21770","21770","1","1","1","24826","24826","24826","1","1","1"
"967","24481","24481","24481","1","1","1","20728","20728","20728","1","1","1","21772","21772","21772","1","1","1","24828","24828","24828","1","1","1"
"968","24483","24483","24483","1","1","1","20730","20730","20730","1","1","1","21774","21774","21774","1","1","1","24830","24830","24830","1","1","1"
"969","24485","24485","24485","1","1","1","20732","20732","20732","1","1","1","21776","21776","21776","1","1","1","24832","24832","24832","1","1","1"
"970","24487","24487","24487","1","1","1","20734","20734","20734","1","1","1","21778","21778","21778","1","1","1","24834","24834","24834","1","1","1"
"971","24489","24489","24489","1","1","1","20736","20736","20736","1","1","1","21780","21780","21780","1","1","1","24836","24836","24836","1","1","1"
"972","24648","24648","24648","1","1","1","20864","20864","20864","0.8","0.8","0.8","21919","21919","21919","0.8","0.8","0.8","24995","24995","24995","1","1","1"
"973","24650","24650","24650","1","1","1","20866","20866","20866","1","1","1","21921","21921","21921","1","1","1","24997","24997","24997","1","1","1"
"974","24652","24652","24652","1","1","1","20868","20868","20868","1","1","1","21923","21923","21923","1","1","1","24999","24999","24999","1","1","1"
"975","24654","24654","24654","1","1","1","20870","20870","20870","1","1","1","21925","21925","21925","1","1","1","25001","25001","25001","1","1","1"
"976","24656","24656","24656","1","1","1","20872","20872","20872","1","1","1","21927","21927","21927","0.8","0.8","0.8","25003","25003","25003","1","1","1"
"977","24658","24658","24658","1","1","1","20874","20874","20874","1","1","1","21929","21929","21929","1","1","1","25005","25005","25005","1","1","1"
"978","24660","24660","24660","1","1","1","20876","20876","20876","1","1","1","21931","21931","21931","1","1","1","25007","25007","25007","1","1","1"
"979","24662","24662","24662","1","1","1","20878","20878","20878","1","1","1","21933","21933","21933","1","1","1","25009","25009","25009","1","1","1"
"980","24664","24664","24664","1","1","1","20880","20880","20880","1","1","1","21935","21935","21935","1","1","1","25011","25011","25011","1","1","1"
"981","24824","24824","24824","1","1","1","21013","21013","21013","0.8","0.8","0.8","22073","22073","22073","0.8","0.8","0.8","25170","25170","25170","0.8","0.8","0.8"
"982","24826","24826","24826","1","1","1","21015","21015","21015","1","1","1","22075","22075","22075","1","1","1","25172","25172","25172","1","1","1"
"983","24828","24828","24828","1","1","1","21017","21017","21017","1","1","1","22077","22077","22077","1","1","1","25174","25174","25174","1","1","1"
"984","24830","24830","24830","1","1","1","21019","21019","21019","1","1","1","22079","22079","22079","1","1","1","25176","25176","25176","1","1","1"
"985","24832","24832","24832","1","1","1","21021","21021","21021","1","1","1","22081","22081","22081","1","1","1","25178","25178","25178","1","1","1"
"986","24834","24834","24834","1","1","1","21023","21023","21023","1","1","1","22083","22083","22083","1","1","1","25180","25180","25180","1","1","1"
"987","24836","24836","24836","1","1","1","21025","21025","21025","1","1","1","22085","22085","22085","1","1","1","25182","25182","25182","1","1","1"
"988","24838","24838","24838","0.8","0.8","0.8","21027","21027","21027","1","1","1","22087","22087","22087","1","1","1","25184","25184","25184","1","1","1"
"989","24840","24840","24840","1","1","1","21029","21029","21029","1","1","1","22089","22089","22089","1","1","1","25186","25186","25186","1","1","1"
"990","24996","24996","24996","1","1","1","21163","21163","21163","0.8","0.8","0.8","22232","22232","22232","0.8","0.8","0.8","25345","25345","25345","0.8","0.8","0.8"
"991","24998","24998","24998","1","1","1","21165","21165","21165","1","1","1","22234","22234","22234","1","1","1","25347","25347","25347","1","1","1"
"992","25000","25000","25000","1","1","1","21167","21167","21167","1","1","1","22236","22236","22236","1","1","1","25349","25349","25349","1","1","1"
"993","25002","25002","25002","1","1","1","21169","21169","21169","1","1","1","22238","22238","22238","1","1","1","25351","25351","25351","1","1","1"
"994","25004","25004","25004","1","1","1","21171","21171","21171","0.8","0.8","0.8","22240","22240","22240","1","1","1","25353","25353","25353","1","1","1"
"995","25006","25006","25006","1","1","1","21173","21173","21173","1","1","1","22242","22242","22242","1","1","1","25355","25355","25355","1","1","1"
"996","25008","25008","25008","1","1","1","21175","21175","21175","1","1","1","22244","22244","22244","1","1","1","25357","25357","25357","1","1","1"
"997","25010","25010","25010","1","1","1","21177","21177","21177","1","1","1","22246","22246","22246","1","1","1","25359","25359","25359","1","1","1"
"998","25012","25012","25012","1","1","1","21179","21179","21179","1","1","1","22248","22248","22248","1","1","1","25361","25361","25361","1","1","1"
"999","25170","25170","25170","1","1","1","21310","21310","21310","0.8","0.8","0.8","22386","22386","22386","1","1","1","25517","25517","25517","1","1","1"
"1000","25172","25172","25172","1","1","1","21312","21312","21312","1","1","1","22388","22388","22388","1","1","1","25519","25519","25519","0.8","0.8","0.8"
"1001","25174","25174","25174","1","1","1","21314","21314","21314","1","1","1","22390","22390","22390","1","1","1","25521","25521","25521","1","1","1"
"1002","25176","25176","25176","1","1","1","21316","21316","21316","1","1","1","22392","22392","22392","1","1","1","25523","25523","25523","1","1","1"
"1003","25178","25178","25178","1","1","1","21318","21318","21318","1","1","1","22394","22394","22394","1","1","1","25525","25525","25525","1","1","1"
"1004","25180","25180","25180","1","1","1","21320","21320","21320","1","1","1","22396","22396","22396","1","1","1","25527","25527","25527","1","1","1"
"1005","25182","25182","25182","1","1","1","21322","21322","21322","1","1","1","22398","22398","22398","1","1","1","25529","25529","25529","1","1","1"
"1006","25184","25184","25184","1","1","1","21324","21324","21324","1","1","1","22400","22400","22400","1","1","1","25531","25531","25531","1","1","1"
"1007","25186","25186","25186","1","1","1","21326","21326","21326","1","1","1","22402","22402","22402","1","1","1","25533","25533","25533","1","1","1"
"1008","25345","25345","25345","1","1","1","21458","21458","21458","0.8","0.8","0.8","22542","22542","22542","0.8","0.8","0.8","25692","25692","25692","1","1","1"
"1009","25347","25347","25347","1","1","1","21460","21460","21460","1","1","1","22544","22544","22544","1","1","1","25694","25694","25694","1","1","1"
"1010","25349","25349","25349","1","1","1","21462","21462","21462","1","1","1","22546","22546","22546","1","1","1","25696","25696","25696","1","1","1"
"1011","25351","25351","25351","1","1","1","21464","21464","21464","1","1","1","22548","22548","22548","1","1","1","25698","25698","25698","1","1","1"
"1012","25353","25353","25353","1","1","1","21466","21466","21466","1","1","1","22550","22550","22550","1","1","1","25700","25700","25700","1","1","1"
"1013","25355","25355","25355","1","1","1","21468","21468","21468","1","1","1","22552","22552","22552","1","1","1","25702","25702","25702","1","1","1"
"1014","25357","25357","25357","1","1","1","21470","21470","21470","1","1","1","22554","22554","22554","1","1","1","25704","25704","25704","1","1","1"
"1015","25359","25359","25359","1","1","1","21472","21472","21472","1","1","1","22556","22556","22556","1","1","1","25706","25706","25706","1","1","1"
"1016","25361","25361","25361","1","1","1","21474","21474","21474","1","1","1","22558","22558","22558","1","1","1","25708","25708","25708","1","1","1"
"1017","25519","25519","25519","1","1","1","21605","21605","21605","0.8","0.8","0.8","22696","22696","22696","0.8","0.8","0.8","25865","25865","25865","0.8","0.8","0.8"
"1018","25521","25521","25521","1","1","1","21607","21607","21607","1","1","1","22698","22698","22698","1","1","1","25867","25867","25867","1","1","1"
"1019","25523","25523","25523","1","1","1","21609","21609","21609","1","1","1","22700","22700","22700","1","1","1","25869","25869","25869","1","1","1"
"1020","25525","25525","25525","1","1","1","21611","21611","21611","1","1","1","22702","22702","22702","1","1","1","25871","25871","25871","1","1","1"
"1021","25527","25527","25527","1","1","1","21613","21613","21613","1","1","1","22704","22704","22704","1","1","1","25873","25873","25873","1","1","1"
"1022","25529","25529","25529","1","1","1","21615","21615","21615","1","1","1","22706","22706","22706","1","1","1","25875","25875","25875","1","1","1"
"1023","25531","25531","25531","1","1","1","21617","21617","21617","1","1","1","22708","22708","22708","1","1","1","25877","25877","25877","1","1","1"
"1024","25533","25533","25533","1","1","1","21619","21619","21619","1","1","1","22710","22710","22710","1","1","1","25879","25879","25879","1","1","1"
"1025","25535","25535","25535","1","1","1","21621","21621","21621","1","1","1","22712","22712","22712","1","1","1","25881","25881","25881","1","1","1"
"1026","25694","25694","25694","1","1","1","21753","21753","21753","1","1","1","22851","22851","22851","0.8","0.8","0.8","26044","26044","26044","1","1","1"
"1027","25696","25696","25696","1","1","1","21755","21755","21755","1","1","1","22853","22853","22853","1","1","1","26046","26046","26046","1","1","1"
"1028","25698","25698","25698","1","1","1","21757","21757","21757","1","1","1","22855","22855","22855","1","1","1","26048","26048","26048","1","1","1"
"1029","25700","25700","25700","1","1","1","21759","21759","21759","1","1","1","22857","22857","22857","1","1","1","26050","26050","26050","1","1","1"
