"Evaluate/step_episode","1e-5_rainbowepsilon_2024-12-19_12-45-13 - _step","1e-5_rainbowepsilon_2024-12-19_12-45-13 - _step__MIN","1e-5_rainbowepsilon_2024-12-19_12-45-13 - _step__MAX","1e-5_rainbowepsilon_2024-12-19_12-45-13 - Evaluate/EpProgress","1e-5_rainbowepsilon_2024-12-19_12-45-13 - Evaluate/EpProgress__MIN","1e-5_rainbowepsilon_2024-12-19_12-45-13 - Evaluate/EpProgress__MAX","le-3_rainbowepsilon_2024-12-18_13-26-06 - _step","le-3_rainbowepsilon_2024-12-18_13-26-06 - _step__MIN","le-3_rainbowepsilon_2024-12-18_13-26-06 - _step__MAX","le-3_rainbowepsilon_2024-12-18_13-26-06 - Evaluate/EpProgress","le-3_rainbowepsilon_2024-12-18_13-26-06 - Evaluate/EpProgress__MIN","le-3_rainbowepsilon_2024-12-18_13-26-06 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"931","23720","23720","23720","1","1","1","24029","24029","24029","1","1","1","24130","24130","24130","1","1","1"
"932","23722","23722","23722","1","1","1","24031","24031","24031","1","1","1","24132","24132","24132","1","1","1"
"933","23724","23724","23724","1","1","1","24033","24033","24033","1","1","1","24134","24134","24134","1","1","1"
"934","23726","23726","23726","1","1","1","24035","24035","24035","1","1","1","24136","24136","24136","1","1","1"
"935","23728","23728","23728","1","1","1","24037","24037","24037","1","1","1","24138","24138","24138","1","1","1"
"936","23886","23886","23886","1","1","1","24197","24197","24197","0.8","0.8","0.8","24295","24295","24295","1","1","1"
"937","23888","23888","23888","1","1","1","24199","24199","24199","1","1","1","24297","24297","24297","1","1","1"
"938","23890","23890","23890","1","1","1","24201","24201","24201","1","1","1","24299","24299","24299","1","1","1"
"939","23892","23892","23892","1","1","1","24203","24203","24203","1","1","1","24301","24301","24301","1","1","1"
"940","23894","23894","23894","1","1","1","24205","24205","24205","1","1","1","24303","24303","24303","1","1","1"
"941","23896","23896","23896","1","1","1","24207","24207","24207","1","1","1","24305","24305","24305","1","1","1"
"942","23898","23898","23898","1","1","1","24209","24209","24209","1","1","1","24307","24307","24307","1","1","1"
"943","23900","23900","23900","1","1","1","24211","24211","24211","1","1","1","24309","24309","24309","1","1","1"
"944","23902","23902","23902","1","1","1","24213","24213","24213","1","1","1","24311","24311","24311","1","1","1"
"945","24063","24063","24063","0.8","0.8","0.8","24370","24370","24370","1","1","1","24471","24471","24471","1","1","1"
"946","24065","24065","24065","1","1","1","24372","24372","24372","1","1","1","24473","24473","24473","1","1","1"
"947","24067","24067","24067","1","1","1","24374","24374","24374","1","1","1","24475","24475","24475","1","1","1"
"948","24069","24069","24069","1","1","1","24376","24376","24376","1","1","1","24477","24477","24477","1","1","1"
"949","24071","24071","24071","1","1","1","24378","24378","24378","1","1","1","24479","24479","24479","1","1","1"
"950","24073","24073","24073","1","1","1","24380","24380","24380","1","1","1","24481","24481","24481","0.8","0.8","0.8"
"951","24075","24075","24075","1","1","1","24382","24382","24382","1","1","1","24483","24483","24483","1","1","1"
"952","24077","24077","24077","1","1","1","24384","24384","24384","1","1","1","24485","24485","24485","1","1","1"
"953","24079","24079","24079","1","1","1","24386","24386","24386","1","1","1","24487","24487","24487","1","1","1"
"954","24238","24238","24238","0.8","0.8","0.8","24547","24547","24547","0.8","0.8","0.8","24647","24647","24647","0.8","0.8","0.8"
"955","24240","24240","24240","1","1","1","24549","24549","24549","1","1","1","24649","24649","24649","1","1","1"
"956","24242","24242","24242","1","1","1","24551","24551","24551","1","1","1","24651","24651","24651","1","1","1"
"957","24244","24244","24244","1","1","1","24553","24553","24553","1","1","1","24653","24653","24653","1","1","1"
"958","24246","24246","24246","1","1","1","24555","24555","24555","1","1","1","24655","24655","24655","1","1","1"
"959","24248","24248","24248","1","1","1","24557","24557","24557","1","1","1","24657","24657","24657","1","1","1"
"960","24250","24250","24250","1","1","1","24559","24559","24559","1","1","1","24659","24659","24659","1","1","1"
"961","24252","24252","24252","1","1","1","24561","24561","24561","1","1","1","24661","24661","24661","1","1","1"
"962","24254","24254","24254","1","1","1","24563","24563","24563","1","1","1","24663","24663","24663","1","1","1"
"963","24414","24414","24414","0.8","0.8","0.8","24722","24722","24722","1","1","1","24820","24820","24820","1","1","1"
"964","24416","24416","24416","1","1","1","24724","24724","24724","1","1","1","24822","24822","24822","1","1","1"
"965","24418","24418","24418","1","1","1","24726","24726","24726","1","1","1","24824","24824","24824","1","1","1"
"966","24420","24420","24420","1","1","1","24728","24728","24728","1","1","1","24826","24826","24826","1","1","1"
"967","24422","24422","24422","1","1","1","24730","24730","24730","1","1","1","24828","24828","24828","1","1","1"
"968","24424","24424","24424","1","1","1","24732","24732","24732","1","1","1","24830","24830","24830","1","1","1"
"969","24426","24426","24426","1","1","1","24734","24734","24734","1","1","1","24832","24832","24832","1","1","1"
"970","24428","24428","24428","1","1","1","24736","24736","24736","1","1","1","24834","24834","24834","1","1","1"
"971","24430","24430","24430","1","1","1","24738","24738","24738","1","1","1","24836","24836","24836","1","1","1"
"972","24589","24589","24589","0.8","0.8","0.8","24897","24897","24897","0.8","0.8","0.8","24995","24995","24995","1","1","1"
"973","24591","24591","24591","1","1","1","24899","24899","24899","1","1","1","24997","24997","24997","1","1","1"
"974","24593","24593","24593","1","1","1","24901","24901","24901","1","1","1","24999","24999","24999","1","1","1"
"975","24595","24595","24595","1","1","1","24903","24903","24903","1","1","1","25001","25001","25001","1","1","1"
"976","24597","24597","24597","1","1","1","24905","24905","24905","1","1","1","25003","25003","25003","1","1","1"
"977","24599","24599","24599","1","1","1","24907","24907","24907","1","1","1","25005","25005","25005","1","1","1"
"978","24601","24601","24601","1","1","1","24909","24909","24909","1","1","1","25007","25007","25007","1","1","1"
"979","24603","24603","24603","1","1","1","24911","24911","24911","1","1","1","25009","25009","25009","1","1","1"
"980","24605","24605","24605","1","1","1","24913","24913","24913","1","1","1","25011","25011","25011","1","1","1"
"981","24763","24763","24763","0.8","0.8","0.8","25076","25076","25076","0.8","0.8","0.8","25170","25170","25170","0.8","0.8","0.8"
"982","24765","24765","24765","1","1","1","25078","25078","25078","1","1","1","25172","25172","25172","1","1","1"
"983","24767","24767","24767","1","1","1","25080","25080","25080","1","1","1","25174","25174","25174","1","1","1"
"984","24769","24769","24769","1","1","1","25082","25082","25082","1","1","1","25176","25176","25176","1","1","1"
"985","24771","24771","24771","1","1","1","25084","25084","25084","1","1","1","25178","25178","25178","1","1","1"
"986","24773","24773","24773","1","1","1","25086","25086","25086","1","1","1","25180","25180","25180","1","1","1"
"987","24775","24775","24775","1","1","1","25088","25088","25088","1","1","1","25182","25182","25182","1","1","1"
"988","24777","24777","24777","1","1","1","25090","25090","25090","1","1","1","25184","25184","25184","1","1","1"
"989","24779","24779","24779","1","1","1","25092","25092","25092","1","1","1","25186","25186","25186","1","1","1"
"990","24942","24942","24942","0.8","0.8","0.8","25250","25250","25250","1","1","1","25345","25345","25345","0.8","0.8","0.8"
"991","24944","24944","24944","1","1","1","25252","25252","25252","1","1","1","25347","25347","25347","1","1","1"
"992","24946","24946","24946","1","1","1","25254","25254","25254","1","1","1","25349","25349","25349","1","1","1"
"993","24948","24948","24948","1","1","1","25256","25256","25256","1","1","1","25351","25351","25351","1","1","1"
"994","24950","24950","24950","1","1","1","25258","25258","25258","1","1","1","25353","25353","25353","1","1","1"
"995","24952","24952","24952","1","1","1","25260","25260","25260","1","1","1","25355","25355","25355","1","1","1"
"996","24954","24954","24954","1","1","1","25262","25262","25262","1","1","1","25357","25357","25357","1","1","1"
"997","24956","24956","24956","1","1","1","25264","25264","25264","1","1","1","25359","25359","25359","1","1","1"
"998","24958","24958","24958","1","1","1","25266","25266","25266","1","1","1","25361","25361","25361","1","1","1"
"999","25116","25116","25116","0.8","0.8","0.8","25428","25428","25428","0.8","0.8","0.8","25517","25517","25517","1","1","1"
"1000","25118","25118","25118","1","1","1","25430","25430","25430","1","1","1","25519","25519","25519","0.8","0.8","0.8"
"1001","25120","25120","25120","1","1","1","25432","25432","25432","1","1","1","25521","25521","25521","1","1","1"
"1002","25122","25122","25122","1","1","1","25434","25434","25434","1","1","1","25523","25523","25523","1","1","1"
"1003","25124","25124","25124","1","1","1","25436","25436","25436","1","1","1","25525","25525","25525","1","1","1"
"1004","25126","25126","25126","1","1","1","25438","25438","25438","1","1","1","25527","25527","25527","1","1","1"
"1005","25128","25128","25128","1","1","1","25440","25440","25440","1","1","1","25529","25529","25529","1","1","1"
"1006","25130","25130","25130","1","1","1","25442","25442","25442","1","1","1","25531","25531","25531","1","1","1"
"1007","25132","25132","25132","1","1","1","25444","25444","25444","1","1","1","25533","25533","25533","1","1","1"
"1008","25291","25291","25291","1","1","1","25602","25602","25602","0.8","0.8","0.8","25692","25692","25692","1","1","1"
"1009","25293","25293","25293","1","1","1","25604","25604","25604","1","1","1","25694","25694","25694","1","1","1"
"1010","25295","25295","25295","1","1","1","25606","25606","25606","1","1","1","25696","25696","25696","1","1","1"
"1011","25297","25297","25297","1","1","1","25608","25608","25608","1","1","1","25698","25698","25698","1","1","1"
"1012","25299","25299","25299","1","1","1","25610","25610","25610","1","1","1","25700","25700","25700","1","1","1"
"1013","25301","25301","25301","1","1","1","25612","25612","25612","1","1","1","25702","25702","25702","1","1","1"
"1014","25303","25303","25303","1","1","1","25614","25614","25614","1","1","1","25704","25704","25704","1","1","1"
"1015","25305","25305","25305","1","1","1","25616","25616","25616","1","1","1","25706","25706","25706","1","1","1"
"1016","25307","25307","25307","1","1","1","25618","25618","25618","1","1","1","25708","25708","25708","1","1","1"
"1017","25466","25466","25466","0.8","0.8","0.8","25777","25777","25777","1","1","1","25865","25865","25865","0.8","0.8","0.8"
"1018","25468","25468","25468","1","1","1","25779","25779","25779","1","1","1","25867","25867","25867","1","1","1"
"1019","25470","25470","25470","1","1","1","25781","25781","25781","1","1","1","25869","25869","25869","1","1","1"
"1020","25472","25472","25472","1","1","1","25783","25783","25783","1","1","1","25871","25871","25871","1","1","1"
"1021","25474","25474","25474","1","1","1","25785","25785","25785","1","1","1","25873","25873","25873","1","1","1"
"1022","25476","25476","25476","1","1","1","25787","25787","25787","0.8","0.8","0.8","25875","25875","25875","1","1","1"
"1023","25478","25478","25478","1","1","1","25789","25789","25789","1","1","1","25877","25877","25877","1","1","1"
"1024","25480","25480","25480","1","1","1","25791","25791","25791","1","1","1","25879","25879","25879","1","1","1"
"1025","25482","25482","25482","1","1","1","25793","25793","25793","1","1","1","25881","25881","25881","1","1","1"
"1026","25641","25641","25641","0.8","0.8","0.8","25953","25953","25953","1","1","1","26044","26044","26044","1","1","1"
"1027","25643","25643","25643","1","1","1","25955","25955","25955","1","1","1","26046","26046","26046","1","1","1"
"1028","25645","25645","25645","1","1","1","25957","25957","25957","1","1","1","26048","26048","26048","1","1","1"
"1029","25647","25647","25647","1","1","1","25959","25959","25959","1","1","1","26050","26050","26050","1","1","1"
"1030","25649","25649","25649","1","1","1","25961","25961","25961","1","1","1","26052","26052","26052","1","1","1"
"1031","25651","25651","25651","1","1","1","25963","25963","25963","1","1","1","26054","26054","26054","1","1","1"
"1032","25653","25653","25653","1","1","1","25965","25965","25965","1","1","1","26056","26056","26056","1","1","1"
"1033","25655","25655","25655","1","1","1","25967","25967","25967","1","1","1","26058","26058","26058","1","1","1"
"1034","25657","25657","25657","1","1","1","25969","25969","25969","1","1","1","26060","26060","26060","1","1","1"
"1035","25817","25817","25817","0.8","0.8","0.8","26129","26129","26129","0.8","0.8","0.8","26219","26219","26219","1","1","1"
"1036","25819","25819","25819","1","1","1","26131","26131","26131","1","1","1","26221","26221","26221","1","1","1"
"1037","25821","25821","25821","1","1","1","26133","26133","26133","1","1","1","26223","26223","26223","1","1","1"
"1038","25823","25823","25823","1","1","1","26135","26135","26135","1","1","1","26225","26225","26225","0.8","0.8","0.8"
"1039","25825","25825","25825","1","1","1","26137","26137","26137","1","1","1","26227","26227","26227","0.8","0.8","0.8"
"1040","25827","25827","25827","1","1","1","26139","26139","26139","1","1","1","26229","26229","26229","1","1","1"
"1041","25829","25829","25829","1","1","1","26141","26141","26141","1","1","1","26231","26231","26231","1","1","1"
"1042","25831","25831","25831","1","1","1","26143","26143","26143","1","1","1","26233","26233","26233","1","1","1"
"1043","25833","25833","25833","1","1","1","26145","26145","26145","1","1","1","26235","26235","26235","1","1","1"
"1044","25990","25990","25990","0.8","0.8","0.8","26307","26307","26307","0.8","0.8","0.8","26396","26396","26396","1","1","1"
"1045","25992","25992","25992","1","1","1","26309","26309","26309","1","1","1","26398","26398","26398","1","1","1"
"1046","25994","25994","25994","1","1","1","26311","26311","26311","1","1","1","26400","26400","26400","1","1","1"
"1047","25996","25996","25996","1","1","1","26313","26313","26313","1","1","1","26402","26402","26402","1","1","1"
"1048","25998","25998","25998","1","1","1","26315","26315","26315","1","1","1","26404","26404","26404","1","1","1"
"1049","26000","26000","26000","1","1","1","26317","26317","26317","0.8","0.8","0.8","26406","26406","26406","1","1","1"
"1050","26002","26002","26002","1","1","1","26319","26319","26319","1","1","1","26408","26408","26408","1","1","1"
"1051","26004","26004","26004","1","1","1","26321","26321","26321","1","1","1","26410","26410","26410","1","1","1"
"1052","26006","26006","26006","1","1","1","26323","26323","26323","1","1","1","26412","26412","26412","1","1","1"
"1053","26166","26166","26166","0.8","0.8","0.8","26484","26484","26484","0.8","0.8","0.8","26575","26575","26575","1","1","1"
"1054","26168","26168","26168","1","1","1","26486","26486","26486","1","1","1","26577","26577","26577","1","1","1"
"1055","26170","26170","26170","1","1","1","26488","26488","26488","1","1","1","26579","26579","26579","1","1","1"
"1056","26172","26172","26172","1","1","1","26490","26490","26490","1","1","1","26581","26581","26581","1","1","1"
"1057","26174","26174","26174","1","1","1","26492","26492","26492","1","1","1","26583","26583","26583","1","1","1"
"1058","26176","26176","26176","1","1","1","26494","26494","26494","0.8","0.8","0.8","26585","26585","26585","1","1","1"
"1059","26178","26178","26178","1","1","1","26496","26496","26496","1","1","1","26587","26587","26587","1","1","1"
"1060","26180","26180","26180","1","1","1","26498","26498","26498","1","1","1","26589","26589","26589","1","1","1"
"1061","26182","26182","26182","1","1","1","26500","26500","26500","1","1","1","26591","26591","26591","1","1","1"
"1062","26339","26339","26339","0.8","0.8","0.8","26658","26658","26658","0.8","0.8","0.8","26753","26753","26753","0.8","0.8","0.8"
"1063","26341","26341","26341","1","1","1","26660","26660","26660","1","1","1","26755","26755","26755","1","1","1"
"1064","26343","26343","26343","1","1","1","26662","26662","26662","1","1","1","26757","26757","26757","1","1","1"
"1065","26345","26345","26345","1","1","1","26664","26664","26664","1","1","1","26759","26759","26759","1","1","1"
"1066","26347","26347","26347","1","1","1","26666","26666","26666","1","1","1","26761","26761","26761","1","1","1"
"1067","26349","26349","26349","1","1","1","26668","26668","26668","1","1","1","26763","26763","26763","0.8","0.8","0.8"
"1068","26351","26351","26351","1","1","1","26670","26670","26670","1","1","1","26765","26765","26765","1","1","1"
"1069","26353","26353","26353","1","1","1","26672","26672","26672","1","1","1","26767","26767","26767","1","1","1"
"1070","26355","26355","26355","1","1","1","26674","26674","26674","1","1","1","26769","26769","26769","1","1","1"
"1071","26515","26515","26515","0.8","0.8","0.8","26835","26835","26835","0.8","0.8","0.8","26925","26925","26925","1","1","1"
"1072","26517","26517","26517","1","1","1","26837","26837","26837","1","1","1","26927","26927","26927","1","1","1"
"1073","26519","26519","26519","1","1","1","26839","26839","26839","1","1","1","26929","26929","26929","1","1","1"
"1074","26521","26521","26521","1","1","1","26841","26841","26841","1","1","1","26931","26931","26931","1","1","1"
"1075","26523","26523","26523","1","1","1","26843","26843","26843","1","1","1","26933","26933","26933","1","1","1"
"1076","26525","26525","26525","1","1","1","26845","26845","26845","0.8","0.8","0.8","26935","26935","26935","1","1","1"
"1077","26527","26527","26527","1","1","1","26847","26847","26847","1","1","1","26937","26937","26937","1","1","1"
"1078","26529","26529","26529","1","1","1","26849","26849","26849","1","1","1","26939","26939","26939","1","1","1"
"1079","26531","26531","26531","1","1","1","26851","26851","26851","1","1","1","26941","26941","26941","1","1","1"
"1080","26687","26687","26687","0.8","0.8","0.8","27009","27009","27009","1","1","1","27099","27099","27099","1","1","1"
"1081","26689","26689","26689","1","1","1","27011","27011","27011","1","1","1","27101","27101","27101","1","1","1"
"1082","26691","26691","26691","1","1","1","27013","27013","27013","1","1","1","27103","27103","27103","1","1","1"
"1083","26693","26693","26693","1","1","1","27015","27015","27015","1","1","1","27105","27105","27105","1","1","1"
"1084","26695","26695","26695","1","1","1","27017","27017","27017","1","1","1","27107","27107","27107","1","1","1"
"1085","26697","26697","26697","1","1","1","27019","27019","27019","1","1","1","27109","27109","27109","1","1","1"
"1086","26699","26699","26699","1","1","1","27021","27021","27021","1","1","1","27111","27111","27111","1","1","1"
"1087","26701","26701","26701","1","1","1","27023","27023","27023","1","1","1","27113","27113","27113","1","1","1"
"1088","26703","26703","26703","1","1","1","27025","27025","27025","1","1","1","27115","27115","27115","1","1","1"
"1089","26864","26864","26864","1","1","1","27183","27183","27183","1","1","1","27274","27274","27274","1","1","1"
"1090","26866","26866","26866","1","1","1","27185","27185","27185","1","1","1","27276","27276","27276","1","1","1"
"1091","26868","26868","26868","1","1","1","27187","27187","27187","1","1","1","27278","27278","27278","1","1","1"
"1092","26870","26870","26870","1","1","1","27189","27189","27189","1","1","1","27280","27280","27280","1","1","1"
"1093","26872","26872","26872","1","1","1","27191","27191","27191","1","1","1","27282","27282","27282","1","1","1"
"1094","26874","26874","26874","1","1","1","27193","27193","27193","1","1","1","27284","27284","27284","1","1","1"
"1095","26876","26876","26876","1","1","1","27195","27195","27195","1","1","1","27286","27286","27286","1","1","1"
"1096","26878","26878","26878","1","1","1","27197","27197","27197","1","1","1","27288","27288","27288","1","1","1"
"1097","26880","26880","26880","1","1","1","27199","27199","27199","1","1","1","27290","27290","27290","1","1","1"
"1098","27037","27037","27037","0.8","0.8","0.8","27362","27362","27362","0.8","0.8","0.8","27452","27452","27452","0.8","0.8","0.8"
"1099","27039","27039","27039","1","1","1","27364","27364","27364","1","1","1","27454","27454","27454","1","1","1"
"1100","27041","27041","27041","1","1","1","27366","27366","27366","1","1","1","27456","27456","27456","1","1","1"
"1101","27043","27043","27043","1","1","1","27368","27368","27368","1","1","1","27458","27458","27458","1","1","1"
"1102","27045","27045","27045","1","1","1","27370","27370","27370","1","1","1","27460","27460","27460","1","1","1"
"1103","27047","27047","27047","1","1","1","27372","27372","27372","0.8","0.8","0.8","27462","27462","27462","1","1","1"
"1104","27049","27049","27049","1","1","1","27374","27374","27374","1","1","1","27464","27464","27464","1","1","1"
"1105","27051","27051","27051","1","1","1","27376","27376","27376","1","1","1","27466","27466","27466","1","1","1"
"1106","27053","27053","27053","1","1","1","27378","27378","27378","1","1","1","27468","27468","27468","1","1","1"
"1107","27210","27210","27210","0.8","0.8","0.8","27537","27537","27537","0.8","0.8","0.8","27626","27626","27626","0.8","0.8","0.8"
"1108","27212","27212","27212","1","1","1","27539","27539","27539","1","1","1","27628","27628","27628","1","1","1"
"1109","27214","27214","27214","1","1","1","27541","27541","27541","1","1","1","27630","27630","27630","1","1","1"
"1110","27216","27216","27216","1","1","1","27543","27543","27543","1","1","1","27632","27632","27632","1","1","1"
"1111","27218","27218","27218","1","1","1","27545","27545","27545","1","1","1","27634","27634","27634","1","1","1"
"1112","27220","27220","27220","1","1","1","27547","27547","27547","1","1","1","27636","27636","27636","1","1","1"
"1113","27222","27222","27222","1","1","1","27549","27549","27549","1","1","1","27638","27638","27638","1","1","1"
"1114","27224","27224","27224","1","1","1","27551","27551","27551","1","1","1","27640","27640","27640","1","1","1"
"1115","27226","27226","27226","1","1","1","27553","27553","27553","1","1","1","27642","27642","27642","1","1","1"
"1116","27384","27384","27384","0.8","0.8","0.8","27715","27715","27715","0.8","0.8","0.8","27803","27803","27803","1","1","1"
"1117","27386","27386","27386","1","1","1","27717","27717","27717","1","1","1","27805","27805","27805","1","1","1"
"1118","27388","27388","27388","1","1","1","27719","27719","27719","1","1","1","27807","27807","27807","1","1","1"
"1119","27390","27390","27390","1","1","1","27721","27721","27721","1","1","1","27809","27809","27809","1","1","1"
"1120","27392","27392","27392","1","1","1","27723","27723","27723","1","1","1","27811","27811","27811","1","1","1"
"1121","27394","27394","27394","1","1","1","27725","27725","27725","0.8","0.8","0.8","27813","27813","27813","1","1","1"
"1122","27396","27396","27396","1","1","1","27727","27727","27727","1","1","1","27815","27815","27815","1","1","1"
"1123","27398","27398","27398","1","1","1","27729","27729","27729","1","1","1","27817","27817","27817","1","1","1"
"1124","27400","27400","27400","1","1","1","27731","27731","27731","1","1","1","27819","27819","27819","1","1","1"
"1125","27559","27559","27559","1","1","1","27890","27890","27890","0.8","0.8","0.8","27978","27978","27978","1","1","1"
"1126","27561","27561","27561","1","1","1","27892","27892","27892","1","1","1","27980","27980","27980","1","1","1"
"1127","27563","27563","27563","1","1","1","27894","27894","27894","1","1","1","27982","27982","27982","1","1","1"
"1128","27565","27565","27565","1","1","1","27896","27896","27896","1","1","1","27984","27984","27984","1","1","1"
"1129","27567","27567","27567","1","1","1","27898","27898","27898","1","1","1","27986","27986","27986","1","1","1"
"1130","27569","27569","27569","1","1","1","27900","27900","27900","0.8","0.8","0.8","27988","27988","27988","1","1","1"
"1131","27571","27571","27571","1","1","1","27902","27902","27902","1","1","1","27990","27990","27990","1","1","1"
"1132","27573","27573","27573","1","1","1","27904","27904","27904","1","1","1","27992","27992","27992","1","1","1"
"1133","27575","27575","27575","1","1","1","27906","27906","27906","1","1","1","27994","27994","27994","1","1","1"
"1134","27738","27738","27738","0.8","0.8","0.8","28066","28066","28066","0.8","0.8","0.8","28152","28152","28152","1","1","1"
"1135","27740","27740","27740","1","1","1","28068","28068","28068","1","1","1","28154","28154","28154","1","1","1"
"1136","27742","27742","27742","1","1","1","28070","28070","28070","1","1","1","28156","28156","28156","1","1","1"
"1137","27744","27744","27744","1","1","1","28072","28072","28072","1","1","1","28158","28158","28158","1","1","1"
"1138","27746","27746","27746","1","1","1","28074","28074","28074","1","1","1","28160","28160","28160","1","1","1"
"1139","27748","27748","27748","1","1","1","28076","28076","28076","1","1","1","28162","28162","28162","1","1","1"
"1140","27750","27750","27750","1","1","1","28078","28078","28078","1","1","1","28164","28164","28164","1","1","1"
"1141","27752","27752","27752","1","1","1","28080","28080","28080","1","1","1","28166","28166","28166","1","1","1"
"1142","27754","27754","27754","1","1","1","28082","28082","28082","1","1","1","28168","28168","28168","1","1","1"
"1143","27913","27913","27913","1","1","1","28241","28241","28241","1","1","1","28325","28325","28325","1","1","1"
"1144","27915","27915","27915","1","1","1","28243","28243","28243","1","1","1","28327","28327","28327","1","1","1"
"1145","27917","27917","27917","1","1","1","28245","28245","28245","1","1","1","28329","28329","28329","1","1","1"
"1146","27919","27919","27919","1","1","1","28247","28247","28247","1","1","1","28331","28331","28331","1","1","1"
"1147","27921","27921","27921","1","1","1","28249","28249","28249","1","1","1","28333","28333","28333","1","1","1"
"1148","27923","27923","27923","1","1","1","28251","28251","28251","1","1","1","28335","28335","28335","1","1","1"
"1149","27925","27925","27925","1","1","1","28253","28253","28253","1","1","1","28337","28337","28337","1","1","1"
"1150","27927","27927","27927","1","1","1","28255","28255","28255","1","1","1","28339","28339","28339","1","1","1"
"1151","27929","27929","27929","1","1","1","28257","28257","28257","1","1","1","28341","28341","28341","1","1","1"
"1152","28086","28086","28086","0.8","0.8","0.8","28414","28414","28414","1","1","1","28500","28500","28500","1","1","1"
"1153","28088","28088","28088","1","1","1","28416","28416","28416","1","1","1","28502","28502","28502","1","1","1"
"1154","28090","28090","28090","1","1","1","28418","28418","28418","1","1","1","28504","28504","28504","1","1","1"
"1155","28092","28092","28092","1","1","1","28420","28420","28420","1","1","1","28506","28506","28506","1","1","1"
"1156","28094","28094","28094","1","1","1","28422","28422","28422","1","1","1","28508","28508","28508","1","1","1"
"1157","28096","28096","28096","1","1","1","28424","28424","28424","1","1","1","28510","28510","28510","1","1","1"
"1158","28098","28098","28098","1","1","1","28426","28426","28426","1","1","1","28512","28512","28512","1","1","1"
"1159","28100","28100","28100","1","1","1","28428","28428","28428","1","1","1","28514","28514","28514","1","1","1"
"1160","28102","28102","28102","1","1","1","28430","28430","28430","1","1","1","28516","28516","28516","1","1","1"
"1161","28259","28259","28259","0.8","0.8","0.8","28588","28588","28588","1","1","1","28676","28676","28676","1","1","1"
"1162","28261","28261","28261","1","1","1","28590","28590","28590","1","1","1","28678","28678","28678","1","1","1"
"1163","28263","28263","28263","1","1","1","28592","28592","28592","1","1","1","28680","28680","28680","1","1","1"
"1164","28265","28265","28265","1","1","1","28594","28594","28594","1","1","1","28682","28682","28682","1","1","1"
"1165","28267","28267","28267","1","1","1","28596","28596","28596","1","1","1","28684","28684","28684","1","1","1"
"1166","28269","28269","28269","1","1","1","28598","28598","28598","1","1","1","28686","28686","28686","1","1","1"
"1167","28271","28271","28271","1","1","1","28600","28600","28600","1","1","1","28688","28688","28688","1","1","1"
"1168","28273","28273","28273","1","1","1","28602","28602","28602","1","1","1","28690","28690","28690","1","1","1"
"1169","28275","28275","28275","1","1","1","28604","28604","28604","1","1","1","28692","28692","28692","1","1","1"
"1170","28433","28433","28433","0.8","0.8","0.8","28761","28761","28761","1","1","1","28851","28851","28851","1","1","1"
"1171","28435","28435","28435","1","1","1","28763","28763","28763","1","1","1","28853","28853","28853","1","1","1"
"1172","28437","28437","28437","1","1","1","28765","28765","28765","1","1","1","28855","28855","28855","1","1","1"
"1173","28439","28439","28439","1","1","1","28767","28767","28767","1","1","1","28857","28857","28857","1","1","1"
"1174","28441","28441","28441","1","1","1","28769","28769","28769","1","1","1","28859","28859","28859","1","1","1"
"1175","28443","28443","28443","1","1","1","28771","28771","28771","1","1","1","28861","28861","28861","1","1","1"
"1176","28445","28445","28445","1","1","1","28773","28773","28773","1","1","1","28863","28863","28863","1","1","1"
"1177","28447","28447","28447","1","1","1","28775","28775","28775","1","1","1","28865","28865","28865","1","1","1"
"1178","28449","28449","28449","1","1","1","28777","28777","28777","1","1","1","28867","28867","28867","1","1","1"
"1179","28606","28606","28606","1","1","1","28937","28937","28937","0.8","0.8","0.8","29025","29025","29025","1","1","1"
"1180","28608","28608","28608","1","1","1","28939","28939","28939","1","1","1","29027","29027","29027","1","1","1"
"1181","28610","28610","28610","1","1","1","28941","28941","28941","1","1","1","29029","29029","29029","1","1","1"
"1182","28612","28612","28612","1","1","1","28943","28943","28943","1","1","1","29031","29031","29031","1","1","1"
"1183","28614","28614","28614","1","1","1","28945","28945","28945","1","1","1","29033","29033","29033","1","1","1"
"1184","28616","28616","28616","1","1","1","28947","28947","28947","1","1","1","29035","29035","29035","1","1","1"
"1185","28618","28618","28618","1","1","1","28949","28949","28949","1","1","1","29037","29037","29037","1","1","1"
"1186","28620","28620","28620","1","1","1","28951","28951","28951","1","1","1","29039","29039","29039","1","1","1"
"1187","28622","28622","28622","1","1","1","28953","28953","28953","1","1","1","29041","29041","29041","1","1","1"
"1188","28783","28783","28783","0.8","0.8","0.8","29111","29111","29111","0.8","0.8","0.8","29200","29200","29200","1","1","1"
"1189","28785","28785","28785","1","1","1","29113","29113","29113","1","1","1","29202","29202","29202","1","1","1"
