"Evaluate/step_episode","b256_rainbowepsilon_2024-12-17_13-08-41 - _step","b256_rainbowepsilon_2024-12-17_13-08-41 - _step__MIN","b256_rainbowepsilon_2024-12-17_13-08-41 - _step__MAX","b256_rainbowepsilon_2024-12-17_13-08-41 - Evaluate/EpProgress","b256_rainbowepsilon_2024-12-17_13-08-41 - Evaluate/EpProgress__MIN","b256_rainbowepsilon_2024-12-17_13-08-41 - Evaluate/EpProgress__MAX","b128_rainbowepsilon_2024-12-16_18-07-34 - _step","b128_rainbowepsilon_2024-12-16_18-07-34 - _step__MIN","b128_rainbowepsilon_2024-12-16_18-07-34 - _step__MAX","b128_rainbowepsilon_2024-12-16_18-07-34 - Evaluate/EpProgress","b128_rainbowepsilon_2024-12-16_18-07-34 - Evaluate/EpProgress__MIN","b128_rainbowepsilon_2024-12-16_18-07-34 - Evaluate/EpProgress__MAX","b64_rainbowepsilon_2024-12-16_00-29-47 - _step","b64_rainbowepsilon_2024-12-16_00-29-47 - _step__MIN","b64_rainbowepsilon_2024-12-16_00-29-47 - _step__MAX","b64_rainbowepsilon_2024-12-16_00-29-47 - Evaluate/EpProgress","b64_rainbowepsilon_2024-12-16_00-29-47 - Evaluate/EpProgress__MIN","b64_rainbowepsilon_2024-12-16_00-29-47 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX"
"979","24631","24631","24631","1","1","1","24632","24632","24632","1","1","1","24759","24759","24759","1","1","1","25009","25009","25009","1","1","1"
"980","24633","24633","24633","1","1","1","24634","24634","24634","1","1","1","24761","24761","24761","1","1","1","25011","25011","25011","1","1","1"
"981","24793","24793","24793","0.8","0.8","0.8","24795","24795","24795","1","1","1","24919","24919","24919","1","1","1","25170","25170","25170","0.8","0.8","0.8"
"982","24795","24795","24795","0.8","0.8","0.8","24797","24797","24797","1","1","1","24921","24921","24921","1","1","1","25172","25172","25172","1","1","1"
"983","24797","24797","24797","1","1","1","24799","24799","24799","1","1","1","24923","24923","24923","1","1","1","25174","25174","25174","1","1","1"
"984","24799","24799","24799","1","1","1","24801","24801","24801","1","1","1","24925","24925","24925","1","1","1","25176","25176","25176","1","1","1"
"985","24801","24801","24801","1","1","1","24803","24803","24803","1","1","1","24927","24927","24927","1","1","1","25178","25178","25178","1","1","1"
"986","24803","24803","24803","1","1","1","24805","24805","24805","1","1","1","24929","24929","24929","1","1","1","25180","25180","25180","1","1","1"
"987","24805","24805","24805","1","1","1","24807","24807","24807","1","1","1","24931","24931","24931","1","1","1","25182","25182","25182","1","1","1"
"988","24807","24807","24807","1","1","1","24809","24809","24809","1","1","1","24933","24933","24933","1","1","1","25184","25184","25184","1","1","1"
"989","24809","24809","24809","1","1","1","24811","24811","24811","1","1","1","24935","24935","24935","0.9","0.9","0.9","25186","25186","25186","1","1","1"
"990","24965","24965","24965","0.8","0.8","0.8","24976","24976","24976","0.8","0.8","0.8","25093","25093","25093","1","1","1","25345","25345","25345","0.8","0.8","0.8"
"991","24967","24967","24967","1","1","1","24978","24978","24978","1","1","1","25095","25095","25095","1","1","1","25347","25347","25347","1","1","1"
"992","24969","24969","24969","1","1","1","24980","24980","24980","0.8","0.8","0.8","25097","25097","25097","1","1","1","25349","25349","25349","1","1","1"
"993","24971","24971","24971","1","1","1","24982","24982","24982","1","1","1","25099","25099","25099","1","1","1","25351","25351","25351","1","1","1"
"994","24973","24973","24973","1","1","1","24984","24984","24984","1","1","1","25101","25101","25101","1","1","1","25353","25353","25353","1","1","1"
"995","24975","24975","24975","1","1","1","24986","24986","24986","1","1","1","25103","25103","25103","0.8","0.8","0.8","25355","25355","25355","1","1","1"
"996","24977","24977","24977","1","1","1","24988","24988","24988","1","1","1","25105","25105","25105","1","1","1","25357","25357","25357","1","1","1"
"997","24979","24979","24979","1","1","1","24990","24990","24990","1","1","1","25107","25107","25107","1","1","1","25359","25359","25359","1","1","1"
"998","24981","24981","24981","1","1","1","24992","24992","24992","1","1","1","25109","25109","25109","1","1","1","25361","25361","25361","1","1","1"
"999","25144","25144","25144","0.8","0.8","0.8","25149","25149","25149","0.8","0.8","0.8","25271","25271","25271","1","1","1","25517","25517","25517","1","1","1"
"1000","25146","25146","25146","0.8","0.8","0.8","25151","25151","25151","1","1","1","25273","25273","25273","1","1","1","25519","25519","25519","0.8","0.8","0.8"
"1001","25148","25148","25148","1","1","1","25153","25153","25153","1","1","1","25275","25275","25275","1","1","1","25521","25521","25521","1","1","1"
"1002","25150","25150","25150","1","1","1","25155","25155","25155","1","1","1","25277","25277","25277","1","1","1","25523","25523","25523","1","1","1"
"1003","25152","25152","25152","1","1","1","25157","25157","25157","1","1","1","25279","25279","25279","1","1","1","25525","25525","25525","1","1","1"
"1004","25154","25154","25154","1","1","1","25159","25159","25159","1","1","1","25281","25281","25281","1","1","1","25527","25527","25527","1","1","1"
"1005","25156","25156","25156","1","1","1","25161","25161","25161","1","1","1","25283","25283","25283","1","1","1","25529","25529","25529","1","1","1"
"1006","25158","25158","25158","1","1","1","25163","25163","25163","1","1","1","25285","25285","25285","1","1","1","25531","25531","25531","1","1","1"
"1007","25160","25160","25160","1","1","1","25165","25165","25165","1","1","1","25287","25287","25287","1","1","1","25533","25533","25533","1","1","1"
"1008","25320","25320","25320","0.8","0.8","0.8","25325","25325","25325","1","1","1","25451","25451","25451","1","1","1","25692","25692","25692","1","1","1"
"1009","25322","25322","25322","0.8","0.8","0.8","25327","25327","25327","1","1","1","25453","25453","25453","1","1","1","25694","25694","25694","1","1","1"
"1010","25324","25324","25324","1","1","1","25329","25329","25329","1","1","1","25455","25455","25455","0.8","0.8","0.8","25696","25696","25696","1","1","1"
"1011","25326","25326","25326","1","1","1","25331","25331","25331","1","1","1","25457","25457","25457","1","1","1","25698","25698","25698","1","1","1"
"1012","25328","25328","25328","1","1","1","25333","25333","25333","1","1","1","25459","25459","25459","1","1","1","25700","25700","25700","1","1","1"
"1013","25330","25330","25330","1","1","1","25335","25335","25335","1","1","1","25461","25461","25461","1","1","1","25702","25702","25702","1","1","1"
"1014","25332","25332","25332","1","1","1","25337","25337","25337","1","1","1","25463","25463","25463","1","1","1","25704","25704","25704","1","1","1"
"1015","25334","25334","25334","1","1","1","25339","25339","25339","1","1","1","25465","25465","25465","1","1","1","25706","25706","25706","1","1","1"
"1016","25336","25336","25336","1","1","1","25341","25341","25341","1","1","1","25467","25467","25467","1","1","1","25708","25708","25708","1","1","1"
"1017","25495","25495","25495","0.8","0.8","0.8","25501","25501","25501","1","1","1","25627","25627","25627","1","1","1","25865","25865","25865","0.8","0.8","0.8"
"1018","25497","25497","25497","0.8","0.8","0.8","25503","25503","25503","0.8","0.8","0.8","25629","25629","25629","1","1","1","25867","25867","25867","1","1","1"
"1019","25499","25499","25499","1","1","1","25505","25505","25505","1","1","1","25631","25631","25631","1","1","1","25869","25869","25869","1","1","1"
"1020","25501","25501","25501","1","1","1","25507","25507","25507","1","1","1","25633","25633","25633","1","1","1","25871","25871","25871","1","1","1"
"1021","25503","25503","25503","1","1","1","25509","25509","25509","1","1","1","25635","25635","25635","1","1","1","25873","25873","25873","1","1","1"
"1022","25505","25505","25505","1","1","1","25511","25511","25511","1","1","1","25637","25637","25637","1","1","1","25875","25875","25875","1","1","1"
"1023","25507","25507","25507","1","1","1","25513","25513","25513","1","1","1","25639","25639","25639","1","1","1","25877","25877","25877","1","1","1"
"1024","25509","25509","25509","1","1","1","25515","25515","25515","1","1","1","25641","25641","25641","1","1","1","25879","25879","25879","1","1","1"
"1025","25511","25511","25511","1","1","1","25517","25517","25517","1","1","1","25643","25643","25643","1","1","1","25881","25881","25881","1","1","1"
"1026","25669","25669","25669","0.8","0.8","0.8","25673","25673","25673","1","1","1","25803","25803","25803","1","1","1","26044","26044","26044","1","1","1"
"1027","25671","25671","25671","1","1","1","25675","25675","25675","1","1","1","25805","25805","25805","0.8","0.8","0.8","26046","26046","26046","1","1","1"
"1028","25673","25673","25673","1","1","1","25677","25677","25677","1","1","1","25807","25807","25807","0.8","0.8","0.8","26048","26048","26048","1","1","1"
"1029","25675","25675","25675","1","1","1","25679","25679","25679","1","1","1","25809","25809","25809","0.8","0.8","0.8","26050","26050","26050","1","1","1"
"1030","25677","25677","25677","1","1","1","25681","25681","25681","1","1","1","25811","25811","25811","1","1","1","26052","26052","26052","1","1","1"
"1031","25679","25679","25679","1","1","1","25683","25683","25683","1","1","1","25813","25813","25813","1","1","1","26054","26054","26054","1","1","1"
"1032","25681","25681","25681","1","1","1","25685","25685","25685","1","1","1","25815","25815","25815","1","1","1","26056","26056","26056","1","1","1"
"1033","25683","25683","25683","1","1","1","25687","25687","25687","1","1","1","25817","25817","25817","1","1","1","26058","26058","26058","1","1","1"
"1034","25685","25685","25685","1","1","1","25689","25689","25689","1","1","1","25819","25819","25819","1","1","1","26060","26060","26060","1","1","1"
"1035","25844","25844","25844","0.8","0.8","0.8","25846","25846","25846","1","1","1","25981","25981","25981","1","1","1","26219","26219","26219","1","1","1"
"1036","25846","25846","25846","0.8","0.8","0.8","25848","25848","25848","1","1","1","25983","25983","25983","0.8","0.8","0.8","26221","26221","26221","1","1","1"
"1037","25848","25848","25848","1","1","1","25850","25850","25850","1","1","1","25985","25985","25985","1","1","1","26223","26223","26223","1","1","1"
"1038","25850","25850","25850","1","1","1","25852","25852","25852","1","1","1","25987","25987","25987","1","1","1","26225","26225","26225","0.8","0.8","0.8"
"1039","25852","25852","25852","1","1","1","25854","25854","25854","1","1","1","25989","25989","25989","1","1","1","26227","26227","26227","0.8","0.8","0.8"
"1040","25854","25854","25854","1","1","1","25856","25856","25856","1","1","1","25991","25991","25991","1","1","1","26229","26229","26229","1","1","1"
"1041","25856","25856","25856","1","1","1","25858","25858","25858","1","1","1","25993","25993","25993","1","1","1","26231","26231","26231","1","1","1"
"1042","25858","25858","25858","1","1","1","25860","25860","25860","1","1","1","25995","25995","25995","1","1","1","26233","26233","26233","1","1","1"
"1043","25860","25860","25860","1","1","1","25862","25862","25862","1","1","1","25997","25997","25997","1","1","1","26235","26235","26235","1","1","1"
"1044","26020","26020","26020","0.8","0.8","0.8","26020","26020","26020","1","1","1","26158","26158","26158","1","1","1","26396","26396","26396","1","1","1"
"1045","26022","26022","26022","1","1","1","26022","26022","26022","1","1","1","26160","26160","26160","1","1","1","26398","26398","26398","1","1","1"
"1046","26024","26024","26024","1","1","1","26024","26024","26024","1","1","1","26162","26162","26162","1","1","1","26400","26400","26400","1","1","1"
"1047","26026","26026","26026","1","1","1","26026","26026","26026","1","1","1","26164","26164","26164","1","1","1","26402","26402","26402","1","1","1"
"1048","26028","26028","26028","1","1","1","26028","26028","26028","1","1","1","26166","26166","26166","1","1","1","26404","26404","26404","1","1","1"
"1049","26030","26030","26030","1","1","1","26030","26030","26030","1","1","1","26168","26168","26168","1","1","1","26406","26406","26406","1","1","1"
"1050","26032","26032","26032","1","1","1","26032","26032","26032","1","1","1","26170","26170","26170","1","1","1","26408","26408","26408","1","1","1"
"1051","26034","26034","26034","1","1","1","26034","26034","26034","1","1","1","26172","26172","26172","1","1","1","26410","26410","26410","1","1","1"
"1052","26036","26036","26036","1","1","1","26036","26036","26036","1","1","1","26174","26174","26174","1","1","1","26412","26412","26412","1","1","1"
"1053","26195","26195","26195","0.8","0.8","0.8","26195","26195","26195","1","1","1","26335","26335","26335","0.8","0.8","0.8","26575","26575","26575","1","1","1"
"1054","26197","26197","26197","1","1","1","26197","26197","26197","1","1","1","26337","26337","26337","1","1","1","26577","26577","26577","1","1","1"
"1055","26199","26199","26199","1","1","1","26199","26199","26199","1","1","1","26339","26339","26339","0.8","0.8","0.8","26579","26579","26579","1","1","1"
"1056","26201","26201","26201","1","1","1","26201","26201","26201","1","1","1","26341","26341","26341","1","1","1","26581","26581","26581","1","1","1"
"1057","26203","26203","26203","1","1","1","26203","26203","26203","1","1","1","26343","26343","26343","1","1","1","26583","26583","26583","1","1","1"
"1058","26205","26205","26205","1","1","1","26205","26205","26205","1","1","1","26345","26345","26345","1","1","1","26585","26585","26585","1","1","1"
"1059","26207","26207","26207","1","1","1","26207","26207","26207","1","1","1","26347","26347","26347","1","1","1","26587","26587","26587","1","1","1"
"1060","26209","26209","26209","1","1","1","26209","26209","26209","1","1","1","26349","26349","26349","1","1","1","26589","26589","26589","1","1","1"
"1061","26211","26211","26211","1","1","1","26211","26211","26211","1","1","1","26351","26351","26351","1","1","1","26591","26591","26591","1","1","1"
"1062","26371","26371","26371","1","1","1","26369","26369","26369","1","1","1","26510","26510","26510","0.8","0.8","0.8","26753","26753","26753","0.8","0.8","0.8"
"1063","26373","26373","26373","1","1","1","26371","26371","26371","1","1","1","26512","26512","26512","1","1","1","26755","26755","26755","1","1","1"
"1064","26375","26375","26375","1","1","1","26373","26373","26373","1","1","1","26514","26514","26514","1","1","1","26757","26757","26757","1","1","1"
"1065","26377","26377","26377","1","1","1","26375","26375","26375","1","1","1","26516","26516","26516","1","1","1","26759","26759","26759","1","1","1"
"1066","26379","26379","26379","1","1","1","26377","26377","26377","1","1","1","26518","26518","26518","1","1","1","26761","26761","26761","1","1","1"
"1067","26381","26381","26381","1","1","1","26379","26379","26379","1","1","1","26520","26520","26520","1","1","1","26763","26763","26763","0.8","0.8","0.8"
"1068","26383","26383","26383","1","1","1","26381","26381","26381","1","1","1","26522","26522","26522","1","1","1","26765","26765","26765","1","1","1"
"1069","26385","26385","26385","1","1","1","26383","26383","26383","1","1","1","26524","26524","26524","1","1","1","26767","26767","26767","1","1","1"
"1070","26387","26387","26387","1","1","1","26385","26385","26385","1","1","1","26526","26526","26526","1","1","1","26769","26769","26769","1","1","1"
"1071","26547","26547","26547","0.8","0.8","0.8","26542","26542","26542","1","1","1","26686","26686","26686","1","1","1","26925","26925","26925","1","1","1"
"1072","26549","26549","26549","1","1","1","26544","26544","26544","1","1","1","26688","26688","26688","0.8","0.8","0.8","26927","26927","26927","1","1","1"
"1073","26551","26551","26551","1","1","1","26546","26546","26546","1","1","1","26690","26690","26690","1","1","1","26929","26929","26929","1","1","1"
"1074","26553","26553","26553","1","1","1","26548","26548","26548","1","1","1","26692","26692","26692","1","1","1","26931","26931","26931","1","1","1"
"1075","26555","26555","26555","1","1","1","26550","26550","26550","1","1","1","26694","26694","26694","1","1","1","26933","26933","26933","1","1","1"
"1076","26557","26557","26557","1","1","1","26552","26552","26552","1","1","1","26696","26696","26696","1","1","1","26935","26935","26935","1","1","1"
"1077","26559","26559","26559","1","1","1","26554","26554","26554","1","1","1","26698","26698","26698","1","1","1","26937","26937","26937","1","1","1"
"1078","26561","26561","26561","1","1","1","26556","26556","26556","1","1","1","26700","26700","26700","1","1","1","26939","26939","26939","1","1","1"
"1079","26563","26563","26563","1","1","1","26558","26558","26558","1","1","1","26702","26702","26702","1","1","1","26941","26941","26941","1","1","1"
"1080","26721","26721","26721","0.8","0.8","0.8","26716","26716","26716","1","1","1","26858","26858","26858","1","1","1","27099","27099","27099","1","1","1"
"1081","26723","26723","26723","1","1","1","26718","26718","26718","1","1","1","26860","26860","26860","1","1","1","27101","27101","27101","1","1","1"
"1082","26725","26725","26725","1","1","1","26720","26720","26720","1","1","1","26862","26862","26862","1","1","1","27103","27103","27103","1","1","1"
"1083","26727","26727","26727","1","1","1","26722","26722","26722","1","1","1","26864","26864","26864","1","1","1","27105","27105","27105","1","1","1"
"1084","26729","26729","26729","1","1","1","26724","26724","26724","1","1","1","26866","26866","26866","1","1","1","27107","27107","27107","1","1","1"
"1085","26731","26731","26731","1","1","1","26726","26726","26726","1","1","1","26868","26868","26868","1","1","1","27109","27109","27109","1","1","1"
"1086","26733","26733","26733","1","1","1","26728","26728","26728","1","1","1","26870","26870","26870","1","1","1","27111","27111","27111","1","1","1"
"1087","26735","26735","26735","1","1","1","26730","26730","26730","1","1","1","26872","26872","26872","1","1","1","27113","27113","27113","1","1","1"
"1088","26737","26737","26737","1","1","1","26732","26732","26732","1","1","1","26874","26874","26874","1","1","1","27115","27115","27115","1","1","1"
"1089","26903","26903","26903","0.8","0.8","0.8","26889","26889","26889","1","1","1","27034","27034","27034","1","1","1","27274","27274","27274","1","1","1"
"1090","26905","26905","26905","1","1","1","26891","26891","26891","1","1","1","27036","27036","27036","1","1","1","27276","27276","27276","1","1","1"
"1091","26907","26907","26907","1","1","1","26893","26893","26893","1","1","1","27038","27038","27038","1","1","1","27278","27278","27278","1","1","1"
"1092","26909","26909","26909","1","1","1","26895","26895","26895","1","1","1","27040","27040","27040","1","1","1","27280","27280","27280","1","1","1"
"1093","26911","26911","26911","1","1","1","26897","26897","26897","1","1","1","27042","27042","27042","1","1","1","27282","27282","27282","1","1","1"
"1094","26913","26913","26913","1","1","1","26899","26899","26899","1","1","1","27044","27044","27044","0.8","0.8","0.8","27284","27284","27284","1","1","1"
"1095","26915","26915","26915","1","1","1","26901","26901","26901","1","1","1","27046","27046","27046","1","1","1","27286","27286","27286","1","1","1"
"1096","26917","26917","26917","1","1","1","26903","26903","26903","1","1","1","27048","27048","27048","1","1","1","27288","27288","27288","1","1","1"
"1097","26919","26919","26919","1","1","1","26905","26905","26905","1","1","1","27050","27050","27050","1","1","1","27290","27290","27290","1","1","1"
"1098","27080","27080","27080","0.8","0.8","0.8","27064","27064","27064","1","1","1","27208","27208","27208","1","1","1","27452","27452","27452","0.8","0.8","0.8"
"1099","27082","27082","27082","0.8","0.8","0.8","27066","27066","27066","1","1","1","27210","27210","27210","1","1","1","27454","27454","27454","1","1","1"
"1100","27084","27084","27084","1","1","1","27068","27068","27068","1","1","1","27212","27212","27212","1","1","1","27456","27456","27456","1","1","1"
"1101","27086","27086","27086","1","1","1","27070","27070","27070","1","1","1","27214","27214","27214","0.8","0.8","0.8","27458","27458","27458","1","1","1"
"1102","27088","27088","27088","1","1","1","27072","27072","27072","1","1","1","27216","27216","27216","1","1","1","27460","27460","27460","1","1","1"
"1103","27090","27090","27090","1","1","1","27074","27074","27074","1","1","1","27218","27218","27218","1","1","1","27462","27462","27462","1","1","1"
"1104","27092","27092","27092","1","1","1","27076","27076","27076","1","1","1","27220","27220","27220","1","1","1","27464","27464","27464","1","1","1"
"1105","27094","27094","27094","1","1","1","27078","27078","27078","1","1","1","27222","27222","27222","1","1","1","27466","27466","27466","1","1","1"
"1106","27096","27096","27096","1","1","1","27080","27080","27080","1","1","1","27224","27224","27224","1","1","1","27468","27468","27468","1","1","1"
"1107","27258","27258","27258","0.8","0.8","0.8","27240","27240","27240","1","1","1","27383","27383","27383","1","1","1","27626","27626","27626","0.8","0.8","0.8"
"1108","27260","27260","27260","1","1","1","27242","27242","27242","1","1","1","27385","27385","27385","1","1","1","27628","27628","27628","1","1","1"
"1109","27262","27262","27262","1","1","1","27244","27244","27244","1","1","1","27387","27387","27387","1","1","1","27630","27630","27630","1","1","1"
"1110","27264","27264","27264","1","1","1","27246","27246","27246","1","1","1","27389","27389","27389","1","1","1","27632","27632","27632","1","1","1"
"1111","27266","27266","27266","1","1","1","27248","27248","27248","1","1","1","27391","27391","27391","1","1","1","27634","27634","27634","1","1","1"
"1112","27268","27268","27268","1","1","1","27250","27250","27250","1","1","1","27393","27393","27393","1","1","1","27636","27636","27636","1","1","1"
"1113","27270","27270","27270","1","1","1","27252","27252","27252","1","1","1","27395","27395","27395","1","1","1","27638","27638","27638","1","1","1"
"1114","27272","27272","27272","1","1","1","27254","27254","27254","1","1","1","27397","27397","27397","1","1","1","27640","27640","27640","1","1","1"
"1115","27274","27274","27274","1","1","1","27256","27256","27256","1","1","1","27399","27399","27399","1","1","1","27642","27642","27642","1","1","1"
"1116","27435","27435","27435","0.8","0.8","0.8","27417","27417","27417","1","1","1","27558","27558","27558","1","1","1","27803","27803","27803","1","1","1"
"1117","27437","27437","27437","0.8","0.8","0.8","27419","27419","27419","1","1","1","27560","27560","27560","1","1","1","27805","27805","27805","1","1","1"
"1118","27439","27439","27439","1","1","1","27421","27421","27421","1","1","1","27562","27562","27562","1","1","1","27807","27807","27807","1","1","1"
"1119","27441","27441","27441","1","1","1","27423","27423","27423","1","1","1","27564","27564","27564","1","1","1","27809","27809","27809","1","1","1"
"1120","27443","27443","27443","1","1","1","27425","27425","27425","1","1","1","27566","27566","27566","1","1","1","27811","27811","27811","1","1","1"
"1121","27445","27445","27445","0.8","0.8","0.8","27427","27427","27427","1","1","1","27568","27568","27568","1","1","1","27813","27813","27813","1","1","1"
"1122","27447","27447","27447","1","1","1","27429","27429","27429","1","1","1","27570","27570","27570","1","1","1","27815","27815","27815","1","1","1"
"1123","27449","27449","27449","1","1","1","27431","27431","27431","1","1","1","27572","27572","27572","1","1","1","27817","27817","27817","1","1","1"
"1124","27451","27451","27451","1","1","1","27433","27433","27433","1","1","1","27574","27574","27574","1","1","1","27819","27819","27819","1","1","1"
"1125","27611","27611","27611","0.8","0.8","0.8","27591","27591","27591","1","1","1","27734","27734","27734","1","1","1","27978","27978","27978","1","1","1"
"1126","27613","27613","27613","1","1","1","27593","27593","27593","1","1","1","27736","27736","27736","1","1","1","27980","27980","27980","1","1","1"
"1127","27615","27615","27615","1","1","1","27595","27595","27595","1","1","1","27738","27738","27738","1","1","1","27982","27982","27982","1","1","1"
"1128","27617","27617","27617","1","1","1","27597","27597","27597","1","1","1","27740","27740","27740","1","1","1","27984","27984","27984","1","1","1"
"1129","27619","27619","27619","1","1","1","27599","27599","27599","1","1","1","27742","27742","27742","1","1","1","27986","27986","27986","1","1","1"
"1130","27621","27621","27621","1","1","1","27601","27601","27601","1","1","1","27744","27744","27744","1","1","1","27988","27988","27988","1","1","1"
"1131","27623","27623","27623","1","1","1","27603","27603","27603","1","1","1","27746","27746","27746","1","1","1","27990","27990","27990","1","1","1"
"1132","27625","27625","27625","1","1","1","27605","27605","27605","1","1","1","27748","27748","27748","1","1","1","27992","27992","27992","1","1","1"
"1133","27627","27627","27627","1","1","1","27607","27607","27607","1","1","1","27750","27750","27750","1","1","1","27994","27994","27994","1","1","1"
"1134","27788","27788","27788","0.8","0.8","0.8","27768","27768","27768","1","1","1","27907","27907","27907","1","1","1","28152","28152","28152","1","1","1"
"1135","27790","27790","27790","0.8","0.8","0.8","27770","27770","27770","1","1","1","27909","27909","27909","1","1","1","28154","28154","28154","1","1","1"
"1136","27792","27792","27792","1","1","1","27772","27772","27772","0.8","0.8","0.8","27911","27911","27911","1","1","1","28156","28156","28156","1","1","1"
"1137","27794","27794","27794","1","1","1","27774","27774","27774","1","1","1","27913","27913","27913","1","1","1","28158","28158","28158","1","1","1"
"1138","27796","27796","27796","1","1","1","27776","27776","27776","1","1","1","27915","27915","27915","1","1","1","28160","28160","28160","1","1","1"
"1139","27798","27798","27798","1","1","1","27778","27778","27778","1","1","1","27917","27917","27917","1","1","1","28162","28162","28162","1","1","1"
"1140","27800","27800","27800","1","1","1","27780","27780","27780","1","1","1","27919","27919","27919","1","1","1","28164","28164","28164","1","1","1"
"1141","27802","27802","27802","1","1","1","27782","27782","27782","1","1","1","27921","27921","27921","1","1","1","28166","28166","28166","1","1","1"
"1142","27804","27804","27804","1","1","1","27784","27784","27784","1","1","1","27923","27923","27923","1","1","1","28168","28168","28168","1","1","1"
"1143","27968","27968","27968","0.8","0.8","0.8","27945","27945","27945","1","1","1","28083","28083","28083","1","1","1","28325","28325","28325","1","1","1"
"1144","27970","27970","27970","0.8","0.8","0.8","27947","27947","27947","1","1","1","28085","28085","28085","1","1","1","28327","28327","28327","1","1","1"
"1145","27972","27972","27972","1","1","1","27949","27949","27949","1","1","1","28087","28087","28087","1","1","1","28329","28329","28329","1","1","1"
"1146","27974","27974","27974","1","1","1","27951","27951","27951","1","1","1","28089","28089","28089","1","1","1","28331","28331","28331","1","1","1"
"1147","27976","27976","27976","1","1","1","27953","27953","27953","1","1","1","28091","28091","28091","1","1","1","28333","28333","28333","1","1","1"
"1148","27978","27978","27978","1","1","1","27955","27955","27955","1","1","1","28093","28093","28093","1","1","1","28335","28335","28335","1","1","1"
"1149","27980","27980","27980","1","1","1","27957","27957","27957","1","1","1","28095","28095","28095","1","1","1","28337","28337","28337","1","1","1"
"1150","27982","27982","27982","1","1","1","27959","27959","27959","1","1","1","28097","28097","28097","1","1","1","28339","28339","28339","1","1","1"
"1151","27984","27984","27984","1","1","1","27961","27961","27961","1","1","1","28099","28099","28099","1","1","1","28341","28341","28341","1","1","1"
"1152","28143","28143","28143","0.8","0.8","0.8","28118","28118","28118","1","1","1","28256","28256","28256","1","1","1","28500","28500","28500","1","1","1"
"1153","28145","28145","28145","0.8","0.8","0.8","28120","28120","28120","1","1","1","28258","28258","28258","1","1","1","28502","28502","28502","1","1","1"
"1154","28147","28147","28147","1","1","1","28122","28122","28122","1","1","1","28260","28260","28260","1","1","1","28504","28504","28504","1","1","1"
"1155","28149","28149","28149","1","1","1","28124","28124","28124","1","1","1","28262","28262","28262","1","1","1","28506","28506","28506","1","1","1"
"1156","28151","28151","28151","1","1","1","28126","28126","28126","1","1","1","28264","28264","28264","1","1","1","28508","28508","28508","1","1","1"
"1157","28153","28153","28153","1","1","1","28128","28128","28128","1","1","1","28266","28266","28266","1","1","1","28510","28510","28510","1","1","1"
"1158","28155","28155","28155","1","1","1","28130","28130","28130","1","1","1","28268","28268","28268","1","1","1","28512","28512","28512","1","1","1"
"1159","28157","28157","28157","1","1","1","28132","28132","28132","1","1","1","28270","28270","28270","1","1","1","28514","28514","28514","1","1","1"
"1160","28159","28159","28159","1","1","1","28134","28134","28134","1","1","1","28272","28272","28272","1","1","1","28516","28516","28516","1","1","1"
"1161","28319","28319","28319","0.8","0.8","0.8","28292","28292","28292","1","1","1","28432","28432","28432","1","1","1","28676","28676","28676","1","1","1"
"1162","28321","28321","28321","1","1","1","28294","28294","28294","1","1","1","28434","28434","28434","1","1","1","28678","28678","28678","1","1","1"
"1163","28323","28323","28323","1","1","1","28296","28296","28296","1","1","1","28436","28436","28436","1","1","1","28680","28680","28680","1","1","1"
"1164","28325","28325","28325","1","1","1","28298","28298","28298","1","1","1","28438","28438","28438","1","1","1","28682","28682","28682","1","1","1"
"1165","28327","28327","28327","1","1","1","28300","28300","28300","1","1","1","28440","28440","28440","1","1","1","28684","28684","28684","1","1","1"
"1166","28329","28329","28329","1","1","1","28302","28302","28302","1","1","1","28442","28442","28442","1","1","1","28686","28686","28686","1","1","1"
"1167","28331","28331","28331","1","1","1","28304","28304","28304","1","1","1","28444","28444","28444","1","1","1","28688","28688","28688","1","1","1"
"1168","28333","28333","28333","1","1","1","28306","28306","28306","1","1","1","28446","28446","28446","1","1","1","28690","28690","28690","1","1","1"
"1169","28335","28335","28335","1","1","1","28308","28308","28308","1","1","1","28448","28448","28448","1","1","1","28692","28692","28692","1","1","1"
"1170","28496","28496","28496","0.8","0.8","0.8","28471","28471","28471","0.8","0.8","0.8","28607","28607","28607","1","1","1","28851","28851","28851","1","1","1"
"1171","28498","28498","28498","1","1","1","28473","28473","28473","1","1","1","28609","28609","28609","0.8","0.8","0.8","28853","28853","28853","1","1","1"
"1172","28500","28500","28500","1","1","1","28475","28475","28475","1","1","1","28611","28611","28611","1","1","1","28855","28855","28855","1","1","1"
"1173","28502","28502","28502","1","1","1","28477","28477","28477","1","1","1","28613","28613","28613","0.8","0.8","0.8","28857","28857","28857","1","1","1"
